_id,LOC,Contract_definitions,FunctionDefinitions,Function calls,ExpressionStatements,EventDefinitions,ElementaryType_addresses,Modifier_Definitions,Modifier_Invocations,Approvefunction_Definitions,Binary_Operations,Blocks,Bytes,Placeholder_statements,Constant_values,Hexadecimal_addresses
21528,157,10,34,0,57,8,43,5,20,3,57,38,0,0,0,0
21529,455,9,74,13,125,10,53,2,9,0,228,119,19,0,0,0
21530,414,13,59,19,150,22,69,6,52,1,192,71,8,0,0,0
21531,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,3
21532,162,3,28,0,71,2,28,2,9,2,107,26,0,0,0,15
21535,994,26,129,24,178,18,88,4,9,0,250,168,18,0,0,13
21537,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21538,117,11,20,5,34,3,23,2,7,0,53,28,6,0,2,0
21539,309,5,43,11,155,4,53,1,4,2,218,59,2,0,3,0
21540,230,9,42,7,76,4,38,3,12,2,119,52,0,0,0,0
21544,481,17,76,17,159,12,64,7,31,3,193,96,0,0,0,0
21546,69,4,14,0,16,2,21,1,2,2,45,14,0,0,4,0
21547,309,2,33,6,59,6,26,3,8,0,201,48,0,0,0,5
21549,74,4,16,0,22,2,23,2,7,2,49,17,0,0,4,4
21550,100,13,87,0,145,11,75,7,33,2,219,117,0,0,38,0
21551,598,17,102,0,182,14,91,10,41,2,279,151,0,0,40,3
21554,107,4,18,0,51,3,24,1,5,1,58,19,2,0,0,2
21555,149,5,27,0,48,2,18,3,3,0,68,31,7,0,11,1
21558,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21560,122,4,23,0,42,3,27,0,0,2,113,33,0,0,9,3
21563,183,8,36,13,48,8,44,4,16,3,73,40,0,0,0,1
21564,86,5,24,0,35,3,30,1,2,2,42,18,2,0,6,0
21566,85,5,24,6,29,3,30,1,2,2,40,18,2,0,0,2
21567,614,5,63,9,174,9,67,3,13,1,368,108,11,0,0,10
21568,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21569,351,4,31,0,30,6,48,1,1,1,63,34,23,0,5,0
21572,86,1,6,0,30,2,5,0,0,0,49,17,0,0,0,0
21574,104,2,16,6,42,4,22,2,7,1,64,21,0,0,0,1
21575,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21576,83,5,23,6,28,3,30,1,2,2,40,17,2,0,6,2
21577,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21578,562,10,78,16,191,15,70,22,56,1,251,116,39,0,1,0
21579,101,11,24,0,31,4,28,2,7,2,36,21,1,0,8,1
21580,47,2,8,0,15,2,17,1,2,1,28,11,0,0,2,0
21582,125,9,27,7,41,8,44,3,8,2,51,24,2,0,9,7
21583,545,11,80,0,233,16,86,6,33,5,378,119,0,0,22,2
21588,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21589,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21590,197,9,34,0,74,7,35,5,12,2,108,38,0,0,10,0
21592,91,3,14,0,27,0,10,1,4,0,36,27,1,0,0,0
21593,100,17,102,0,182,14,91,10,41,2,279,151,0,0,40,3
21594,86,3,20,6,36,2,23,0,0,2,61,16,0,0,0,0
21596,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21599,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,3
21600,17,1,2,0,7,0,2,0,0,0,13,5,8,0,0,0
21601,84,4,16,0,32,1,12,2,2,0,57,15,0,0,7,2
21602,100,1,18,0,78,9,27,9,22,0,80,35,4,0,6,0
21604,209,1,17,0,78,9,26,9,22,0,80,34,3,0,6,0
21605,37,3,10,1,11,1,5,1,3,0,12,8,0,0,0,1
21606,756,21,140,21,189,15,98,7,33,4,294,180,10,0,0,3
21607,267,11,53,0,76,9,59,6,22,2,124,66,0,0,18,3
21608,320,4,28,1,86,1,24,3,11,0,176,51,26,0,0,18
21609,105,4,24,5,30,5,32,3,13,2,49,27,0,0,5,0
21610,57,2,12,0,17,4,13,1,2,0,30,13,0,0,3,1
21611,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21612,226,5,40,0,26,7,71,1,8,1,37,42,0,0,0,1
21613,140,9,30,0,56,6,37,4,10,2,60,31,0,0,0,0
21614,100,11,53,0,76,9,59,6,22,2,124,66,0,0,18,3
21615,124,2,18,5,31,5,23,1,1,0,55,32,0,0,0,2
21616,106,9,26,0,35,3,32,1,3,2,43,24,0,0,1,0
21617,112,8,24,0,44,3,33,1,4,2,60,23,0,0,4,1
21618,35,4,11,2,11,1,13,1,3,0,13,7,0,0,0,0
21619,120,7,22,7,27,4,28,1,2,2,43,20,0,0,0,0
21620,136,4,19,0,60,3,32,5,6,1,86,30,2,0,0,0
21621,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21622,86,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21623,65,4,9,4,19,1,10,0,0,0,64,13,0,0,2,8
21624,175,9,30,9,34,6,35,3,11,3,45,30,0,0,0,0
21625,170,6,34,0,64,4,32,1,3,2,97,34,17,0,10,1
21626,113,3,11,6,23,4,14,5,8,0,25,20,6,0,0,0
21627,888,8,89,30,298,16,56,5,31,2,553,194,25,0,0,27
21628,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21631,314,2,31,0,65,5,27,4,10,0,201,48,2,0,0,6
21632,854,4,97,12,352,7,99,0,0,2,656,189,0,0,49,1
21633,59,1,8,0,32,2,13,3,9,1,36,11,0,0,0,5
21634,191,6,30,9,41,6,37,1,3,2,55,31,0,0,0,0
21635,3267,53,201,19,301,29,268,7,37,2,455,272,169,0,0,0
21636,147,5,30,10,48,9,42,3,11,2,71,32,0,0,6,0
21637,123,4,27,8,30,6,34,0,0,3,63,27,0,0,6,1
21639,345,9,79,0,78,6,102,3,17,3,90,125,0,0,31,2
21642,62,4,13,0,15,2,23,0,0,2,31,20,0,0,5,0
21644,86,5,24,0,35,3,30,1,2,2,42,18,2,0,6,0
21645,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21647,216,2,28,13,92,8,29,7,29,1,149,45,0,0,3,0
21649,86,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21653,313,2,31,0,64,5,27,4,10,0,200,48,2,0,0,5
21654,63,4,12,6,26,4,19,2,6,0,25,17,0,0,0,0
21657,573,12,163,0,181,2,94,4,52,1,257,181,6,0,0,0
21658,85,4,22,5,20,5,30,1,2,2,38,21,0,0,3,0
21660,56,2,13,0,23,3,9,1,8,0,28,14,0,0,0,0
21662,11,2,3,0,2,0,0,0,0,0,2,1,0,0,0,1
21663,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21664,272,5,44,0,104,9,54,2,10,2,203,48,13,0,0,9
21668,68,4,19,4,23,2,22,1,0,2,35,14,0,0,6,0
21670,89,2,16,0,15,2,26,1,0,2,32,16,0,0,8,0
21673,439,4,34,0,126,7,20,0,0,0,172,70,30,0,27,3
21676,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
21678,719,19,102,0,222,13,102,9,37,4,325,142,0,0,0,2
21680,114,7,33,3,24,5,36,2,11,2,23,18,6,0,0,1
21681,207,5,39,16,67,7,43,2,7,2,121,41,13,0,0,4
21682,131,9,31,10,35,6,36,3,11,3,50,31,0,0,0,1
21684,145,4,22,0,57,6,34,1,2,2,101,30,0,0,5,0
21687,244,13,52,9,87,6,57,5,17,2,100,57,0,0,0,0
21688,60,2,11,0,28,3,20,0,0,1,45,14,0,0,0,1
21689,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21690,123,4,27,8,30,6,34,0,0,3,63,27,0,0,6,1
21691,60,6,15,0,15,2,21,0,0,2,29,10,0,0,8,0
21692,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
21694,452,7,50,1,135,1,36,3,16,0,227,75,55,0,0,26
21695,254,9,42,4,79,6,49,4,10,2,105,56,0,0,0,1
21696,471,2,45,0,150,3,20,5,4,0,382,123,29,0,2,29
21698,84,7,23,0,24,2,23,2,4,2,43,23,0,0,4,0
21699,149,1,28,0,42,0,12,0,0,0,56,42,6,1,14,0
21700,188,1,28,0,66,6,35,1,2,0,64,40,0,0,14,0
21701,119,6,21,8,40,7,35,1,2,1,40,23,2,0,0,1
21704,100,11,53,0,76,9,59,6,22,2,124,66,0,0,18,3
21705,281,2,32,5,65,5,30,5,13,0,220,56,0,0,0,7
21706,100,11,65,0,105,8,54,8,27,1,159,96,0,0,24,0
21707,81,5,19,6,19,4,27,1,2,2,33,15,0,0,4,1
21708,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21713,44,3,11,2,12,2,7,1,3,0,8,13,0,0,0,0
21714,164,9,31,11,46,6,38,4,8,2,68,32,0,0,0,0
21715,144,9,31,0,51,7,44,3,11,3,60,35,0,0,0,3
21716,141,4,29,0,57,9,42,3,10,2,73,30,0,0,0,2
21717,104,4,21,2,41,1,11,0,0,0,152,20,4,0,7,23
21718,100,4,17,0,43,3,22,1,5,1,49,18,2,0,0,1
21719,73,4,15,0,28,3,8,4,10,0,34,19,0,0,6,0
21720,94,5,16,6,28,3,25,1,1,1,52,20,2,0,0,2
21722,104,4,24,0,43,3,32,1,3,2,61,21,0,0,6,0
21724,92,3,18,4,23,1,14,0,0,0,33,23,6,0,5,1
21725,108,7,24,9,33,4,31,1,3,2,54,22,0,0,0,1
21728,478,7,105,0,154,18,192,1,3,3,202,98,71,0,0,0
21729,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21730,229,12,37,10,55,7,41,6,20,3,67,40,0,0,0,0
21731,147,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
21732,107,4,18,7,44,3,24,1,5,1,58,19,2,0,0,2
21733,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,3
21734,71,4,16,0,23,2,22,0,0,2,40,12,0,0,0,0
21735,136,6,27,9,50,4,35,2,2,2,83,29,2,0,0,1
21736,188,10,38,12,59,8,47,1,4,2,75,36,0,0,0,0
21738,100,11,53,0,76,9,59,6,22,2,124,66,0,0,18,3
21739,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21740,154,13,35,5,38,7,40,3,11,1,19,34,4,0,0,0
21741,989,6,132,0,336,6,54,8,76,0,672,202,259,0,2,31
21742,162,7,27,0,60,6,38,2,5,2,78,36,0,0,0,0
21743,231,4,40,0,95,6,44,6,23,2,154,64,0,0,15,0
21746,209,2,23,21,90,15,25,1,7,1,96,40,0,0,2,0
21747,61,4,12,0,28,1,8,1,3,0,43,14,0,0,0,0
21748,159,9,27,12,39,7,33,3,6,2,55,27,0,0,0,0
21749,245,16,49,0,86,10,45,4,21,3,92,51,0,0,0,2
21751,211,3,31,0,59,4,30,1,3,2,350,49,0,0,12,1
21752,409,27,78,0,175,5,75,6,40,2,188,92,0,0,2,6
21756,152,7,30,11,51,8,44,3,18,2,76,34,3,0,2,1
21758,295,12,56,0,74,11,45,5,20,1,139,79,26,0,23,5
21760,106,1,5,0,44,0,4,0,0,0,102,38,0,0,0,2
21761,196,5,32,11,62,10,43,3,16,2,136,50,0,0,6,0
21762,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21764,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21765,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21768,181,4,25,1,72,5,22,2,4,1,122,32,1,0,3,1
21769,276,5,44,0,106,9,56,2,10,2,205,48,13,0,0,11
21770,145,8,24,10,33,6,31,3,6,2,46,24,0,0,0,0
21771,207,8,41,0,85,4,39,2,15,2,118,54,0,0,4,1
21772,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21774,82,5,19,0,25,4,26,1,2,2,32,16,0,0,2,1
21775,304,13,46,21,90,12,50,5,12,2,104,63,10,0,0,7
21776,821,8,129,2,299,4,40,8,76,0,596,158,258,0,1,33
21777,31,4,8,0,5,2,15,1,2,1,6,7,0,0,2,0
21778,352,4,40,2,172,9,19,1,12,0,303,76,3,0,6,0
21779,89,1,15,0,29,2,22,2,7,1,46,23,0,0,3,0
21781,8,1,1,0,3,0,3,0,0,0,3,2,2,0,0,0
21783,140,7,28,0,53,7,43,2,8,2,64,28,0,0,8,4
21786,99,4,24,0,43,5,28,1,7,2,75,25,0,0,0,0
21788,59,1,8,0,30,2,16,0,0,1,49,8,0,0,2,3
21790,135,9,23,0,51,3,28,2,5,2,116,28,0,0,8,2
21791,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21792,210,4,47,0,74,6,43,2,12,2,95,64,0,0,0,0
21793,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21795,40,1,7,0,12,2,14,0,0,1,17,7,0,0,3,0
21797,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,3
21798,90,7,19,6,23,3,27,2,2,2,42,18,0,0,4,0
21799,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21800,171,1,15,4,74,4,18,2,7,0,158,29,10,0,0,3
21801,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,3
21802,635,17,79,0,238,21,100,11,38,2,266,115,0,0,31,11
21803,72,4,18,0,24,2,20,3,3,1,32,20,0,0,3,0
21804,310,13,54,17,82,10,72,4,15,2,107,57,0,0,0,0
21806,334,6,51,0,106,4,15,8,21,0,216,70,38,0,1,15
21807,89,5,21,5,26,3,29,1,1,2,47,17,0,0,0,1
21809,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21810,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21811,146,3,15,0,87,7,24,1,1,1,102,26,28,0,0,0
21812,372,10,83,6,117,6,133,2,15,3,149,82,3,0,20,3
21813,204,4,30,15,71,9,43,2,11,2,160,34,0,0,0,8
21814,81,3,15,3,18,2,28,0,0,2,25,14,3,0,0,0
21815,122,4,24,0,41,7,32,1,2,2,48,27,7,0,0,0
21818,83,5,23,0,21,2,24,1,2,2,43,22,0,0,8,0
21819,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21820,220,1,17,0,68,9,26,9,22,0,75,34,3,0,6,0
21823,87,5,22,0,29,3,28,2,3,3,53,19,0,0,0,1
21826,143,10,33,10,39,6,41,4,13,3,58,34,0,0,0,0
21829,237,10,38,0,87,9,49,5,17,2,82,52,0,0,10,14
21830,107,4,18,7,44,3,24,1,5,1,58,19,2,0,0,2
21832,267,14,59,0,105,7,52,4,18,2,119,68,0,0,6,0
21833,329,4,29,1,88,1,25,2,10,0,176,52,27,0,0,16
21834,71,4,21,0,26,2,23,1,2,2,36,16,0,0,6,0
21836,100,13,87,0,145,11,75,7,33,2,219,117,0,0,38,0
21838,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21839,116,8,30,0,37,2,32,3,11,3,46,30,0,0,0,0
21840,96,5,24,0,40,3,30,1,2,2,53,20,2,0,6,0
21841,50,2,5,0,19,1,7,0,0,0,26,6,0,0,1,0
21842,191,7,41,0,52,7,79,0,0,2,122,46,19,0,11,4
21843,439,3,47,0,108,6,45,8,22,0,266,71,2,0,0,9
21844,164,6,26,12,54,8,32,4,15,1,95,31,0,0,0,2
21846,103,6,25,0,37,3,29,1,1,2,48,24,4,0,8,1
21850,101,3,17,8,32,2,24,1,1,1,66,21,0,0,1,4
21851,106,2,16,4,51,5,24,1,6,1,61,22,2,0,0,2
21852,91,2,17,3,12,2,26,1,0,2,32,17,0,0,8,0
21853,55,2,12,2,13,4,16,0,0,1,15,3,0,0,6,0
21857,47,2,8,0,15,2,17,1,2,1,28,11,0,0,2,0
21858,191,11,43,0,60,8,41,7,22,2,81,51,4,0,11,0
21859,84,5,16,3,26,4,13,2,4,0,53,19,0,0,0,2
21860,218,1,17,0,68,9,26,9,20,0,75,34,3,0,6,0
21862,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21863,189,10,33,12,39,7,37,3,11,3,53,33,0,0,0,1
21864,101,4,18,0,31,2,15,1,5,0,35,21,0,0,4,0
21865,101,3,12,0,20,0,0,0,0,0,85,21,0,0,0,1
21867,424,2,40,0,121,5,38,4,12,0,282,66,0,0,0,33
21868,101,1,15,0,41,0,5,0,0,0,59,26,1,0,2,0
21869,402,20,85,0,128,12,78,8,30,4,143,105,15,0,16,1
21871,123,4,27,8,30,6,34,0,0,3,63,27,0,0,6,1
21872,121,6,28,10,35,5,32,3,12,2,43,27,2,0,6,0
21873,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21874,153,11,31,8,38,4,35,1,4,2,47,29,1,0,0,2
21875,100,4,15,0,19,2,10,2,4,0,38,15,0,0,5,0
21876,225,8,40,0,87,5,43,1,6,2,92,51,0,0,0,1
21878,66,2,9,0,25,0,12,2,4,0,41,14,0,0,0,2
21879,198,5,32,11,63,10,44,3,16,2,135,50,0,0,6,1
21880,39,3,7,1,9,2,14,1,3,0,8,8,2,0,0,0
21881,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21883,91,2,17,3,12,2,26,1,0,2,32,17,0,0,8,0
21884,25,2,5,1,3,1,7,0,0,0,3,3,1,0,0,1
21885,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
21886,116,9,27,7,34,4,27,4,10,2,68,28,0,0,4,0
21889,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21891,100,4,15,0,19,2,10,2,4,0,38,15,0,0,5,0
21892,125,4,21,0,53,3,26,1,7,1,66,25,2,0,1,2
21893,208,11,46,0,80,7,53,6,21,3,74,57,0,0,0,0
21894,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,3
21895,54,3,8,0,16,0,6,0,0,0,22,10,0,0,3,2
21897,185,8,33,0,51,3,42,2,4,2,74,36,0,0,9,1
21899,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21900,40,1,7,0,12,2,14,0,0,1,17,7,0,0,3,0
21901,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21902,128,4,21,1,41,1,7,1,2,0,62,27,0,0,0,2
21904,1237,21,173,0,338,34,208,11,40,3,466,239,172,0,7,29
21905,193,9,58,0,54,5,35,3,19,3,123,60,12,0,35,0
21906,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
21907,343,8,45,23,71,6,69,1,2,2,99,42,35,0,3,5
21908,100,11,53,0,76,9,59,6,22,2,124,66,0,0,18,3
21909,102,3,15,0,26,1,17,1,5,0,46,17,0,0,0,0
21910,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21911,79,2,15,0,17,2,18,0,0,1,47,29,0,0,7,0
21914,330,8,54,15,97,11,44,5,19,0,146,83,1,0,0,0
21916,72,2,18,0,20,2,17,1,7,1,34,21,0,0,7,0
21919,96,8,20,0,32,4,29,1,1,2,44,18,0,0,8,0
21921,207,14,48,12,65,7,50,4,24,3,75,49,0,0,0,0
21922,61,2,11,0,27,2,17,0,0,1,34,11,2,0,2,1
21923,86,5,24,6,29,3,30,1,2,2,41,18,2,0,3,0
21925,64,6,11,0,24,1,10,2,3,0,40,13,0,0,0,0
21926,162,3,19,6,64,5,24,6,14,0,79,30,0,0,0,0
21928,73,1,8,0,26,0,4,0,0,0,64,20,0,0,3,0
21929,360,7,54,0,147,2,39,7,21,0,258,77,2,0,0,3
21930,115,8,25,0,43,4,28,3,10,2,55,25,0,0,4,2
21931,143,4,23,0,65,3,25,1,8,1,78,31,2,0,2,2
21932,157,4,16,17,71,7,19,3,11,1,140,28,0,0,0,2
21933,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21934,217,11,40,13,69,8,51,4,17,3,109,47,0,0,0,1
21936,167,3,21,0,63,0,2,1,8,0,111,32,7,0,0,0
21938,230,5,38,15,97,12,58,5,14,2,149,51,0,0,1,0
21939,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21943,44,3,12,0,10,2,21,0,0,2,23,16,0,0,5,0
21944,119,4,18,0,48,3,30,0,0,2,89,15,0,0,5,0
21945,223,11,42,11,81,6,47,0,1,2,130,42,4,0,0,8
21946,163,3,25,9,58,4,18,2,13,0,81,32,0,0,0,0
21947,159,2,34,8,78,3,37,1,10,2,125,29,0,0,14,0
21948,166,11,43,11,49,14,58,6,15,1,50,40,6,0,3,0
21950,93,3,18,4,23,1,14,0,0,0,33,23,9,0,5,1
21951,69,4,14,0,21,1,6,2,4,0,39,14,0,0,6,1
21952,76,3,14,0,33,2,19,1,3,1,40,15,2,0,1,1
21953,21,1,2,0,10,2,0,0,0,0,10,2,7,0,0,0
21954,244,4,37,3,74,5,44,4,10,2,81,35,0,0,0,4
21956,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21958,223,4,37,0,64,8,8,1,3,0,111,61,3,0,26,0
21959,82,5,19,0,25,4,26,1,2,2,32,16,0,0,2,1
21960,96,4,25,0,29,3,24,0,0,2,61,28,0,0,12,0
21962,38,2,5,0,17,2,12,0,0,0,23,4,1,0,0,1
21967,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
21969,151,4,25,13,49,8,35,2,8,2,103,27,0,0,0,2
21970,158,11,34,14,45,7,40,2,6,2,64,30,4,0,0,1
21972,147,3,24,0,65,2,23,2,7,2,103,27,0,0,0,6
21973,100,13,87,0,145,11,75,7,33,2,219,117,0,0,38,0
21974,132,4,18,0,43,6,21,1,1,1,76,20,0,0,0,2
21975,408,9,75,6,172,6,58,5,22,0,261,99,7,0,1,0
21976,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
21977,172,10,37,3,20,5,39,1,3,1,29,28,25,0,0,6
21978,100,1,18,0,78,9,27,9,22,0,80,35,4,0,6,0
21979,211,1,22,0,83,7,22,0,0,1,135,43,0,0,1,3
21981,919,8,60,10,215,8,34,4,30,0,615,138,32,0,0,17
21982,140,6,29,7,42,7,40,4,11,2,67,29,0,0,8,0
21985,383,9,61,7,71,7,41,5,19,0,86,46,4,0,0,9
21986,432,6,33,0,176,4,26,2,2,0,346,101,0,0,0,0
21988,63,7,17,0,25,3,24,1,5,1,26,15,0,0,0,0
21989,63,4,14,3,18,1,10,1,1,0,33,14,0,0,0,1
21992,48,4,13,0,12,2,21,0,0,2,17,8,0,0,4,0
21993,171,6,34,0,72,7,45,4,19,2,96,42,0,0,8,0
21994,140,4,17,0,57,6,16,1,4,0,151,28,1,0,0,2
21995,284,5,55,0,107,4,54,4,32,2,164,64,13,0,2,0
21998,342,2,32,0,82,5,32,6,15,0,216,51,0,0,0,16
21999,84,4,18,0,36,4,28,1,3,2,49,14,0,0,4,0
22001,719,18,113,0,231,19,120,11,34,1,311,170,10,0,0,0
22002,823,23,141,42,297,36,167,13,59,4,342,162,33,0,0,8
22003,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22004,252,7,45,8,59,6,60,2,23,2,92,50,0,0,8,0
22005,336,2,31,0,87,5,27,4,10,0,223,48,2,0,0,28
22006,81,2,16,0,29,2,15,1,3,1,52,20,0,0,7,1
22007,158,13,32,15,54,9,39,6,22,3,69,37,0,0,0,0
22008,100,11,65,0,105,8,54,8,27,1,159,96,0,0,24,0
22009,228,3,31,0,92,7,45,4,12,2,147,54,5,0,7,10
22010,125,8,23,0,46,6,34,2,5,2,56,24,0,0,0,2
22012,345,9,79,0,78,6,102,3,17,3,90,125,0,0,31,2
22013,76,3,12,6,35,2,21,1,2,1,48,13,2,0,0,2
22015,276,6,48,22,84,13,62,5,23,2,167,53,10,0,0,5
22016,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
22017,170,6,34,0,64,4,32,1,3,2,97,34,17,0,10,1
22018,113,5,29,0,45,4,40,1,3,2,64,22,0,0,6,0
22019,94,2,14,0,29,4,14,0,0,1,59,15,0,0,0,2
22021,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
22022,126,5,22,7,47,3,24,1,5,1,64,24,2,0,0,2
22023,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
22024,195,7,32,3,47,4,27,4,9,0,54,41,0,0,0,2
22025,288,3,25,0,92,11,35,9,27,0,103,45,4,0,8,0
22026,410,6,50,0,149,9,47,3,8,2,469,112,0,0,16,22
22027,144,1,7,0,41,0,0,0,0,0,82,21,0,0,6,0
22030,28,2,5,0,7,0,4,0,0,0,13,5,0,0,1,2
22033,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,3
22035,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22036,94,2,14,0,29,4,14,0,0,1,59,15,0,0,0,2
22037,256,8,37,10,73,6,53,3,13,1,145,56,5,0,0,5
22038,463,15,84,23,120,13,85,7,28,3,145,101,0,0,0,1
22039,171,5,30,7,65,9,36,3,21,1,89,37,2,0,0,2
22040,177,6,35,0,74,7,45,4,20,2,99,43,0,0,8,0
22041,92,1,6,0,23,1,0,0,0,0,137,18,0,0,0,0
22042,100,11,65,0,105,8,54,8,27,1,159,96,0,0,24,0
22044,184,6,32,0,75,4,29,3,10,2,122,34,0,0,12,0
22045,195,6,27,13,71,4,36,2,4,2,142,29,0,0,8,8
22046,1010,6,74,0,588,31,77,2,7,0,917,213,0,0,18,9
22048,38,2,5,0,17,2,12,0,0,0,22,5,1,0,0,1
22049,252,2,23,0,101,2,22,0,0,0,200,66,0,0,0,5
22050,541,12,98,0,238,20,98,9,56,2,270,118,0,0,0,0
22051,100,11,53,0,76,9,59,6,22,2,124,66,0,0,18,3
22052,167,5,36,0,60,5,30,5,17,2,87,44,0,0,2,1
22054,99,7,21,3,34,5,27,2,5,2,49,19,0,0,8,0
22055,167,11,31,0,77,6,37,1,5,2,95,31,0,0,0,0
22056,116,3,25,3,28,4,26,0,0,2,77,24,0,0,6,0
22057,16,2,7,0,3,2,13,0,0,1,3,2,0,0,3,0
22058,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22059,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22060,76,6,17,0,25,2,23,0,0,2,38,14,0,0,8,1
22062,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22063,62,4,13,0,15,2,23,0,0,2,31,20,0,0,5,0
22065,195,10,39,12,71,4,54,2,8,2,113,40,0,0,0,0
22066,29,1,9,0,5,0,0,0,0,0,28,10,0,0,4,0
22070,49,2,7,4,13,3,18,2,5,0,14,9,0,0,0,0
22071,24,2,4,0,7,0,5,1,2,0,9,8,0,0,2,0
22072,158,8,28,12,39,7,34,3,7,2,52,28,0,0,0,1
22073,102,5,20,0,32,4,31,2,2,2,88,18,3,0,8,1
22075,12,1,3,1,4,1,0,0,0,0,4,4,0,0,0,0
22077,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
22079,94,7,22,0,31,3,27,1,1,2,42,20,0,0,0,0
22081,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22085,97,8,20,0,33,4,29,1,1,2,44,18,0,0,8,0
22086,432,25,242,0,45,2,108,7,2,1,68,50,57,0,0,1
22087,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22089,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22090,100,3,17,0,48,3,22,1,5,1,58,20,2,0,0,1
22091,100,11,53,0,76,9,59,6,22,2,124,66,0,0,18,3
22092,123,4,27,8,30,6,34,0,0,3,63,27,0,0,6,1
22093,607,9,65,0,268,7,55,5,29,2,584,142,2,0,17,5
22094,119,7,21,7,29,3,29,1,3,2,43,21,0,0,2,0
22096,63,4,13,2,20,2,8,1,3,0,28,12,0,0,3,2
22098,69,2,15,3,21,2,22,3,7,2,33,12,0,0,6,2
22099,62,4,13,0,15,2,23,0,0,2,32,20,0,0,5,0
22100,104,5,23,0,49,5,34,2,5,2,63,19,0,0,6,3
22102,128,10,27,0,41,5,30,2,5,2,55,25,0,0,10,3
22103,70,1,7,2,37,2,8,3,7,0,54,18,0,0,0,0
