_id,FunctionDefinitions,Function calls,ExpressionStatements,EventDefinitions,ElementaryType_addresses,Modifier_Definitions,Modifier_Invocations,Approvefunction_Definitions
111332,17,0,13,2,21,0,0,2
111333,12,0,19,2,22,0,0,2
111334,24,0,48,6,33,3,13,2
111335,24,0,35,3,30,1,2,2
111336,263,0,70,2,110,10,5,1
111339,14,0,24,2,23,0,0,2
11134,33,15,68,7,41,3,13,2
111340,28,0,26,4,27,0,1,3
111342,24,0,35,3,30,1,2,2
111344,66,0,109,7,60,4,31,2
111345,7,0,20,0,7,1,2,0
111346,26,0,55,5,26,2,4,0
111349,11,0,45,3,16,0,0,1
11135,12,3,11,2,15,0,1,1
111350,32,0,40,6,35,1,3,2
111351,26,13,48,10,39,2,12,1
111352,11,0,19,2,15,0,0,1
111353,26,0,58,4,35,2,2,2
111356,29,12,49,6,42,2,7,3
111357,41,0,84,8,44,5,18,2
111359,24,0,35,3,30,1,2,2
111360,24,0,35,3,30,1,2,2
111361,18,1,22,2,21,0,0,2
111363,14,0,23,2,23,0,0,2
111364,46,30,76,9,48,3,10,2
111365,24,0,35,3,30,1,2,2
111368,31,0,66,5,27,4,10,0
111371,12,0,19,2,19,0,0,1
111372,42,0,206,6,43,0,0,1
111374,25,7,38,4,35,2,6,2
111375,46,0,52,8,90,0,0,1
111376,7,0,13,3,11,1,3,0
111377,20,0,32,5,28,1,2,2
11138,29,0,26,3,29,0,0,2
111380,16,6,42,4,22,2,7,1
111381,37,0,78,9,48,4,29,3
111382,24,6,29,3,30,1,2,2
111384,14,0,16,2,22,0,0,2
111385,12,2,14,2,16,1,3,0
111386,15,3,24,2,13,1,5,0
111387,44,0,65,5,51,3,13,4
111388,18,0,51,3,24,1,5,1
111389,31,0,64,5,30,4,10,0
11139,24,6,29,3,30,1,2,2
111391,16,0,23,2,22,0,0,2
111392,14,0,78,0,8,2,4,0
111393,45,0,90,4,40,10,24,2
111394,24,0,35,3,30,1,2,2
111395,15,3,24,2,13,1,5,0
111397,72,14,126,10,87,6,19,2
111398,24,6,29,3,30,1,2,2
111399,25,5,45,5,23,2,4,0
11140,24,0,36,4,24,2,5,0
111400,14,0,23,2,23,0,0,2
111402,7,0,31,2,6,2,3,0
111403,40,0,106,9,49,8,28,2
111404,24,0,43,3,32,1,3,2
111405,17,0,50,0,23,13,0,0
111408,29,10,46,9,42,3,13,2
111409,5,0,18,2,12,0,0,0
111410,26,0,52,4,39,9,17,1
111411,33,13,42,8,37,5,15,3
111412,5,0,7,0,3,1,2,0
111413,24,8,32,4,32,0,0,2
111414,27,12,39,7,33,3,6,2
111415,29,9,37,7,37,0,0,3
111416,20,0,33,5,29,2,4,2
111417,14,0,16,2,22,0,0,2
111419,34,0,64,4,32,1,3,2
111421,16,0,24,2,29,0,0,2
111422,7,0,25,1,9,0,0,0
111423,24,0,47,2,18,0,0,1
111424,17,0,32,2,24,1,2,2
111425,24,0,35,3,30,1,2,2
111426,25,0,36,3,30,1,3,2
111427,25,10,32,5,31,1,2,2
111428,30,0,74,3,16,1,13,0
111429,24,0,40,3,30,1,2,2
11143,17,2,55,3,13,6,11,0
111430,11,0,19,2,15,0,0,1
111431,42,0,76,6,45,1,22,3
111432,18,0,51,3,24,1,5,1
111433,32,0,70,7,41,2,7,2
111434,141,21,191,15,98,7,33,4
111436,18,0,48,3,24,1,5,1
111437,35,14,80,8,40,3,14,2
111439,11,0,24,4,18,0,0,1
11144,19,0,74,3,22,1,7,1
111440,22,0,35,7,45,0,0,1
111441,24,0,35,3,30,1,2,2
111442,10,0,14,1,15,1,3,0
111443,24,0,35,3,30,1,2,2
111444,3,0,7,1,5,0,0,0
111445,4,0,26,1,9,0,0,0
111447,68,13,68,10,77,4,20,5
111448,24,6,29,3,30,1,2,2
111449,23,0,35,3,29,1,2,2
11145,31,2,69,1,17,3,14,0
111450,17,1,22,3,26,1,1,2
111451,19,4,27,2,28,2,10,2
111452,24,0,35,3,30,1,2,2
111453,37,16,68,8,34,3,10,0
111454,31,5,59,5,27,4,10,0
111456,44,0,80,6,44,3,11,2
111457,24,0,35,3,30,1,2,2
111458,35,0,78,7,45,4,19,2
11146,102,0,182,14,91,10,41,2
111462,8,0,32,2,13,3,9,1
111463,4,0,6,0,4,0,0,0
111468,34,11,85,10,36,2,11,1
111469,54,0,119,6,51,2,23,2
111470,25,0,45,4,36,2,4,2
111471,24,0,35,3,30,1,2,2
111473,62,0,91,11,94,8,14,2
111475,31,0,52,8,45,3,13,3
111476,15,0,19,2,18,0,0,1
111477,39,20,70,9,35,5,21,1
111478,32,0,71,4,32,4,7,2
111481,15,4,39,2,21,0,0,1
111482,29,7,42,7,40,4,11,2
111483,13,0,18,2,22,0,0,2
111484,14,0,18,2,22,0,0,2
111486,8,0,16,2,15,0,0,1
111487,249,0,82,2,111,10,16,1
111488,16,0,20,3,25,1,1,2
111489,22,0,44,5,32,3,8,2
11149,24,6,29,3,30,1,2,2
111490,20,0,32,4,31,2,2,2
111491,16,4,24,4,19,1,2,0
111492,15,0,23,2,15,0,0,1
111493,30,10,48,9,42,3,13,2
111495,30,0,46,5,37,10,15,2
111496,24,0,35,3,30,1,2,2
111497,10,0,28,1,8,0,0,0
111498,15,0,15,2,22,0,0,2
111499,24,0,46,4,32,5,8,2
111500,24,0,43,4,27,4,8,2
111501,9,1,18,1,16,1,2,0
111502,36,0,82,6,34,4,11,0
111503,23,0,45,4,31,0,0,2
111504,44,18,103,5,56,5,23,2
111505,24,0,35,3,30,1,2,2
111506,24,0,35,3,30,1,2,2
111508,23,8,35,5,27,2,5,2
11151,24,6,29,3,30,1,2,2
111510,10,0,51,4,19,1,1,1
111511,5,0,23,0,1,2,5,0
111512,24,0,35,3,30,1,2,2
111513,26,7,31,6,35,3,15,2
111514,25,2,36,3,15,1,2,1
111515,14,0,23,2,23,0,0,2
111516,7,0,12,2,14,0,0,1
11152,21,0,39,5,25,2,6,1
111520,18,1,21,4,23,1,3,1
111522,11,0,22,3,20,0,0,1
111523,19,5,25,2,23,1,2,2
111525,24,9,33,4,31,1,3,2
111526,19,0,25,4,26,1,2,2
111527,24,0,41,5,30,3,9,3
111528,22,0,41,4,27,4,7,2
111529,12,0,19,2,22,0,0,2
11153,21,5,28,3,30,1,1,2
111530,118,30,246,21,98,8,46,2
111531,14,0,29,5,26,0,0,1
111532,17,0,17,4,28,1,4,2
111533,26,1,50,6,41,3,6,2
111534,16,0,39,4,18,1,4,1
111535,46,8,90,8,43,4,8,2
111536,41,0,95,9,52,2,9,2
111537,25,0,44,4,35,2,7,2
111538,95,0,241,31,109,21,69,3
111539,40,0,79,2,27,3,16,0
11154,45,0,60,8,47,6,16,2
111540,28,0,42,3,34,1,4,2
111541,14,0,24,2,23,0,0,2
111542,13,5,20,4,18,1,11,0
111543,28,0,61,4,38,2,3,2
111544,14,0,23,2,23,0,0,2
111545,16,0,17,4,27,1,3,2
111546,54,14,123,12,40,6,27,0
111547,60,0,90,4,67,3,12,2
111548,36,0,54,5,36,3,8,1
111549,12,0,19,2,22,0,0,2
11155,48,0,145,5,49,8,29,2
111550,8,0,21,1,8,1,5,0
111551,13,0,15,2,23,0,0,2
111552,49,0,69,2,44,5,13,3
111553,24,0,41,3,31,1,2,2
111554,24,0,35,3,30,1,2,2
111555,14,0,24,2,23,0,0,2
111556,41,1,80,2,39,1,4,1
111557,7,0,14,0,5,0,0,0
111558,5,0,8,0,4,1,1,0
111559,23,21,90,15,25,1,7,1
11156,25,4,58,4,23,3,14,1
111560,69,0,20,3,79,3,8,2
111561,14,0,18,2,22,2,4,2
111563,6,0,19,3,14,1,4,1
111564,80,0,165,18,83,2,14,4
111565,13,0,16,4,23,1,4,1
111566,30,10,48,9,42,3,13,2
111567,38,0,77,6,50,1,3,2
111568,14,0,24,2,23,0,0,2
11157,28,9,46,6,34,4,12,2
111570,14,0,23,2,23,0,0,2
111571,14,0,23,2,23,0,0,2
111573,19,15,30,2,33,0,0,2
111574,27,0,50,2,29,2,6,2
111575,13,4,24,2,16,1,1,1
111576,14,14,83,6,17,4,12,0
111577,20,0,29,2,23,0,0,2
111578,27,0,35,3,27,0,0,2
111579,29,7,42,7,40,4,11,2
111580,12,0,19,2,22,0,0,2
111581,26,10,42,6,31,3,6,2
111582,8,0,24,2,16,0,0,1
111583,23,0,29,2,22,0,0,1
111584,24,6,29,3,30,1,2,2
111586,23,6,29,3,29,1,1,2
111587,39,23,71,12,57,3,14,3
111589,10,1,24,2,10,1,4,0
11159,5,3,11,3,6,3,6,0
111590,24,6,29,3,30,1,2,2
111591,24,0,35,3,30,1,2,2
111593,40,0,126,5,40,2,9,2
111594,24,0,35,3,30,1,2,2
111595,29,10,46,9,42,3,13,2
111599,22,0,73,4,22,7,15,1
11160,58,12,104,12,65,2,11,0
111600,23,10,32,6,30,3,6,2
111601,20,6,29,4,27,1,2,2
111602,26,0,42,6,37,2,8,3
111603,10,2,13,3,13,1,4,0
111604,67,0,98,6,82,1,32,2
111608,24,0,31,3,27,0,0,2
111609,7,4,15,4,9,1,4,0
11161,24,6,29,3,30,1,2,2
111610,122,0,289,6,35,5,73,0
111611,31,0,51,5,41,2,9,3
111612,24,0,40,3,30,1,2,2
111613,14,0,24,2,23,0,0,2
111614,33,12,49,7,36,6,14,3
111615,19,0,33,2,25,1,1,2
111616,44,10,69,6,51,1,8,2
111618,45,17,61,11,52,7,18,3
111619,10,1,7,1,14,1,2,1
11162,15,1,36,1,12,3,8,0
111621,24,0,35,3,30,1,2,2
111623,57,20,135,16,74,5,25,2
111624,11,0,22,0,4,1,5,0
111625,17,0,21,2,23,0,0,2
11163,5,0,17,2,12,0,0,0
111631,27,8,30,6,34,0,0,3
111632,13,0,13,1,8,1,2,0
111633,14,0,16,2,22,0,0,2
111634,32,0,65,7,43,3,16,2
111635,19,0,29,3,26,0,1,2
111636,25,0,77,9,31,10,26,0
111637,20,6,29,4,27,1,2,2
111638,26,18,116,5,45,0,0,2
111639,32,0,74,4,32,5,12,2
11164,24,0,40,4,31,1,3,2
111640,11,0,22,0,15,3,8,0
111642,43,12,72,13,66,3,14,3
111644,23,0,24,2,23,2,4,2
111645,43,0,103,9,45,2,12,2
111647,22,0,39,4,26,3,6,2
111648,5,0,16,2,12,0,0,0
111649,32,0,54,5,27,2,6,1
111650,17,0,24,2,23,0,0,2
111652,14,0,24,2,23,0,0,2
111653,64,0,141,4,61,1,6,1
111654,40,0,83,6,44,6,28,2
111655,9,0,15,2,11,0,0,1
111656,18,0,51,3,24,1,5,1
111657,26,0,57,6,45,4,6,2
111658,14,0,16,2,22,0,0,2
111659,14,0,14,0,6,1,5,0
111660,21,0,21,2,23,1,1,2
111661,12,0,22,4,20,0,0,1
111662,14,0,16,2,22,0,0,2
111663,80,0,144,24,111,7,34,2
111665,28,0,43,4,38,1,3,2
111666,35,16,70,8,44,4,26,1
111667,26,0,80,10,32,2,9,1
111668,11,0,4,0,9,1,3,0
111669,15,0,16,2,22,2,2,2
11167,27,0,55,4,37,4,8,2
111670,20,0,33,4,29,1,1,2
111671,9,0,10,2,19,0,0,2
111672,56,0,86,9,61,6,17,4
111673,12,0,14,2,19,2,3,0
111674,27,8,55,3,33,2,5,2
111675,14,0,23,2,23,0,0,2
111676,130,7,339,7,62,4,63,0
111677,16,4,33,4,12,0,0,0
11168,102,0,182,14,91,10,41,2
111681,27,0,40,3,30,1,2,2
111683,24,0,35,3,30,1,2,2
111684,24,0,35,3,30,1,2,2
111685,25,6,59,8,29,3,13,1
111687,27,0,55,4,32,1,4,2
111688,10,0,21,4,17,0,0,1
111689,45,23,120,11,49,11,29,1
11169,23,0,38,4,39,2,5,2
111690,12,3,22,2,21,0,0,2
111691,8,0,32,2,13,3,9,1
111692,8,0,15,2,17,1,2,1
111693,37,0,92,7,53,1,12,2
111694,17,0,22,2,23,0,0,2
111695,39,12,71,4,54,2,8,2
111696,67,9,83,6,67,3,7,2
111697,33,0,45,7,42,5,16,3
111698,14,5,29,4,17,1,1,0
11170,13,0,12,3,16,0,0,1
111700,77,0,59,0,42,0,0,1
111701,14,1,20,1,9,4,5,0
111702,14,0,23,2,23,0,0,2
111703,68,0,121,12,66,4,22,1
111704,34,0,75,5,37,2,1,2
111707,31,0,66,11,35,2,10,2
111708,34,0,85,8,57,5,12,2
111709,15,3,40,3,10,1,7,0
111710,24,0,35,3,30,1,2,2
111711,22,0,65,3,25,1,7,1
111712,27,8,30,6,34,0,0,3
111713,14,7,45,5,17,2,6,1
111714,20,0,19,2,23,1,2,2
111715,19,0,25,4,26,1,2,2
111716,20,0,35,3,24,1,1,2
111717,11,0,66,0,8,1,2,0
111718,26,0,45,2,29,1,3,2
111719,18,0,24,2,20,3,3,1
11172,24,6,29,3,30,1,2,2
111720,12,0,17,2,22,0,0,2
111721,24,6,29,3,30,1,2,2
111723,59,7,71,5,64,1,5,2
111724,31,0,76,5,27,4,10,0
111725,47,0,111,6,45,1,20,2
111726,30,0,39,6,31,5,14,2
111727,14,0,24,2,23,0,0,2
111729,11,0,19,2,15,0,0,1
11173,16,0,15,4,26,0,0,2
111730,14,0,16,2,22,0,0,2
111731,171,15,324,10,68,7,78,2
111732,74,0,95,5,49,4,29,3
111733,26,0,54,5,33,2,6,2
111734,27,0,52,7,37,1,6,2
111735,31,0,62,5,36,1,3,2
111737,12,0,25,0,10,0,0,0
111738,29,0,69,7,34,1,3,2
111739,11,2,12,2,25,0,0,0
11174,12,0,30,0,13,3,3,0
111741,7,4,12,4,8,1,4,0
111743,69,0,20,3,79,3,8,2
111744,22,0,43,6,28,2,6,2
111745,25,1,82,1,16,6,9,0
111746,43,16,79,8,48,3,18,3
111747,34,0,72,7,45,4,19,2
111749,25,6,31,3,35,1,5,2
11175,3,0,10,0,5,0,0,0
111750,15,4,22,4,19,1,1,0
111751,22,0,75,8,21,5,14,1
111753,58,0,121,12,74,6,30,3
111754,20,0,32,4,31,2,2,2
111758,69,0,37,0,1,1,34,0
111759,31,0,47,2,28,2,10,2
11176,13,2,20,2,8,1,3,0
111761,25,0,49,8,33,4,11,3
111762,18,5,28,7,21,3,7,1
111763,25,7,55,7,36,4,16,0
111764,13,0,15,2,23,0,0,2
111765,8,0,15,2,17,1,2,1
111766,11,0,19,2,15,0,0,1
111767,7,2,5,3,16,0,0,1
111769,14,0,16,2,22,0,0,2
11177,27,8,30,6,34,0,0,3
111770,21,0,69,8,20,5,14,1
111772,18,0,29,3,25,0,0,2
111773,14,0,18,2,22,0,0,2
111774,11,0,12,2,18,0,0,1
111775,19,0,63,13,18,2,12,0
111776,31,0,75,3,36,2,6,2
111777,24,5,30,3,30,1,2,2
111778,29,7,42,7,40,4,11,2
111779,17,0,25,2,23,0,0,2
11178,39,17,51,11,45,5,17,3
111780,33,0,77,11,39,3,12,2
111781,24,6,29,3,30,1,2,2
111782,24,0,35,3,30,1,2,2
111783,14,0,24,2,23,0,0,2
111784,71,0,132,14,66,4,26,3
111785,27,0,50,3,32,1,2,2
111787,15,3,22,5,25,2,6,1
111789,14,0,16,2,22,0,0,2
111790,11,1,35,1,9,1,1,0
111791,46,0,165,9,61,6,21,1
111793,28,4,63,4,26,3,5,0
111794,27,0,32,2,27,1,8,0
111796,27,8,30,6,34,0,0,3
111798,14,0,24,2,23,0,0,2
111799,39,0,74,7,46,2,8,2
111800,37,0,60,5,42,3,4,2
111801,17,0,22,4,15,2,4,0
111802,27,0,57,5,35,1,2,2
111803,45,14,62,8,53,3,17,4
111804,34,0,64,4,32,1,3,2
111805,11,0,24,4,18,0,0,1
111806,14,0,16,2,22,0,0,2
111808,24,0,43,3,36,0,0,3
111809,3,0,8,0,4,0,0,0
11181,24,0,40,3,30,2,5,2
111810,17,0,24,2,23,0,0,2
111811,2,0,6,0,4,0,0,0
111812,19,4,17,4,28,0,0,2
111813,22,0,22,2,24,1,2,2
111814,44,0,79,4,33,3,16,1
111816,20,0,32,4,29,1,1,2
111817,14,0,23,2,23,0,0,2
111818,21,5,34,4,30,1,1,2
111819,52,0,107,8,58,3,11,2
11182,13,0,14,2,22,1,0,2
111820,35,10,56,6,42,2,2,2
111821,7,0,14,0,6,1,0,0
111822,58,20,108,15,66,10,29,3
111823,41,14,54,9,48,5,11,2
111824,59,0,118,8,70,4,16,1
111826,19,6,23,3,27,2,2,2
111827,20,7,43,3,24,1,5,1
111829,34,0,23,2,15,1,5,0
111830,24,0,35,3,30,1,2,2
111831,24,0,35,3,30,1,2,2
111832,9,0,27,0,7,0,0,0
111833,26,4,34,6,22,3,8,1
111835,16,0,32,0,23,2,5,0
111836,24,0,35,3,30,1,2,2
111837,19,0,52,3,24,1,5,1
111839,17,0,24,2,23,0,0,2
11184,20,0,47,4,23,1,4,1
111840,9,0,32,2,12,0,0,1
111841,23,0,36,6,28,2,4,1
111843,24,0,35,3,30,1,2,2
111844,47,0,91,1,29,2,21,0
111845,13,0,14,2,15,2,2,1
111846,23,0,24,2,23,2,4,2
111847,22,10,34,4,28,1,2,2
111848,47,0,95,8,33,7,51,0
111849,19,0,28,2,23,0,0,2
11185,157,5,449,21,209,5,32,2
111850,44,19,84,7,62,4,8,2
111851,24,0,48,4,33,1,7,2
111852,29,5,56,5,26,5,14,0
111853,15,0,15,2,21,0,0,2
111855,5,0,16,2,12,0,0,0
111857,44,0,104,9,54,2,10,2
111859,14,4,19,3,25,1,2,2
11186,29,13,56,11,29,3,12,0
111860,22,0,30,8,33,4,10,2
111861,24,0,35,3,30,1,2,2
111862,20,0,32,4,28,1,1,2
111863,18,0,25,4,26,2,4,2
111864,30,0,63,5,21,3,8,0
111865,14,0,32,4,18,1,3,1
111866,16,7,31,5,24,6,8,0
111867,41,0,23,0,1,1,20,0
111869,35,14,83,8,48,1,7,2
111870,25,0,32,4,20,0,0,1
111871,24,0,35,3,30,1,2,2
111872,46,30,76,9,48,3,10,2
111875,53,0,90,7,54,3,14,2
111876,13,0,15,2,23,0,0,2
111877,24,0,35,3,30,1,2,2
111878,35,0,77,3,44,6,11,2
111879,26,6,28,4,34,0,0,3
111880,30,10,48,9,42,3,13,2
111881,14,0,23,2,23,0,0,2
111882,42,18,70,7,54,4,15,3
111883,15,5,44,4,22,0,0,0
111884,19,5,25,2,23,1,2,2
111885,24,0,35,3,30,1,2,2
111886,36,5,74,5,31,5,8,0
111887,11,0,19,2,15,0,0,1
11189,31,11,83,5,33,7,29,1
111890,6,1,5,1,9,0,0,0
111891,18,0,25,2,25,1,2,2
111892,24,0,35,3,30,1,2,2
111893,14,0,24,2,23,0,0,2
111894,69,0,37,0,1,1,34,0
111896,130,0,316,4,26,10,73,0
111897,27,2,77,3,35,1,1,2
111899,22,7,36,2,28,2,4,2
11190,63,17,128,11,63,2,12,2
111900,12,0,20,1,17,0,0,1
111901,14,0,23,2,23,0,0,2
111902,12,0,19,2,22,0,0,2
111905,19,0,50,3,24,1,6,1
111907,27,0,52,5,31,4,9,2
111908,26,0,48,6,33,2,6,2
111909,28,13,51,8,38,4,20,2
11191,37,12,66,8,49,3,13,3
111910,27,0,43,9,27,2,8,0
111912,41,10,60,5,51,5,10,2
111913,14,0,23,2,23,0,0,2
111914,14,0,43,2,21,1,4,1
111915,14,0,24,2,23,0,0,2
111916,14,0,23,2,23,0,0,2
111918,14,0,17,2,23,1,1,2
111919,24,0,35,3,30,1,2,2
111921,45,0,87,5,64,3,10,2
111922,5,0,16,2,12,0,0,0
111923,3,0,33,0,3,0,0,0
111924,17,0,28,2,7,3,12,0
111925,5,2,7,2,8,1,3,0
111926,15,5,43,4,22,0,0,0
111927,3,0,2,0,1,0,0,0
111928,21,0,22,2,22,0,0,2
111929,27,0,41,7,35,4,13,3
11193,156,0,389,7,59,5,68,2
111930,36,0,66,5,41,5,17,2
111934,37,0,35,3,9,2,6,0
111936,92,19,189,15,93,7,46,3
111939,8,0,38,0,7,1,2,0
11194,33,0,40,5,40,3,10,3
111940,22,0,83,7,22,0,0,1
111941,18,8,30,5,23,1,5,1
111942,22,5,46,7,42,2,6,1
111944,31,1,50,1,17,1,1,0
111945,14,0,16,2,22,0,0,2
111946,46,0,97,3,49,6,20,2
111947,4,0,22,2,11,0,0,1
111948,111,0,276,21,100,4,18,2
111949,20,0,33,4,27,1,2,2
111950,22,0,75,8,21,5,14,1
111951,15,1,17,4,20,1,2,1
111952,17,0,25,0,7,0,0,0
111953,17,3,12,2,26,1,0,2
111955,5,3,11,2,6,0,0,0
111956,33,0,64,4,32,1,3,2
111957,11,0,45,0,1,0,0,0
111960,22,0,43,4,27,4,7,2
111961,9,1,9,1,11,0,0,1
111962,20,0,32,4,31,2,2,2
111963,27,0,41,7,31,1,9,2
111964,31,10,40,6,35,3,10,2
111965,18,0,22,2,21,0,0,2
111966,22,0,18,2,23,2,3,2
111967,41,2,163,2,54,0,0,1
111968,5,0,21,2,11,0,0,1
111969,58,15,114,6,128,3,10,1
11197,13,2,20,2,8,1,3,0
111970,17,0,66,6,14,1,4,0
111973,34,11,47,9,45,3,14,3
111974,23,7,25,5,35,3,7,2
111975,25,9,55,4,35,1,4,2
111976,3,0,15,0,3,0,0,0
111977,19,0,28,2,23,0,0,2
111979,45,0,117,13,65,8,25,2
11198,13,2,20,2,8,1,3,0
111981,15,0,29,2,22,2,7,1
111982,20,0,44,0,8,1,9,0
111983,21,0,30,1,20,5,7,0
111984,11,0,28,3,20,0,0,1
111985,31,8,71,4,36,0,0,2
111986,38,0,79,4,46,4,10,2
111987,31,0,51,7,44,3,11,3
111988,24,6,29,3,30,1,2,2
111989,20,0,54,4,24,1,8,1
11199,4,0,7,0,5,0,0,0
111991,16,0,14,2,21,0,0,2
111992,24,0,40,3,30,1,2,2
111996,22,0,73,4,22,7,15,1
111997,23,0,56,5,28,4,21,2
111998,9,0,18,0,7,0,0,0
112000,24,4,30,6,27,1,5,1
112002,25,0,40,4,32,1,1,2
112004,7,0,19,2,3,1,1,0
112006,53,0,107,7,66,3,4,2
112007,24,0,53,7,38,4,9,2
112008,60,14,139,8,64,6,16,1
112010,6,0,14,2,15,1,2,1
112011,24,0,35,3,30,1,2,2
112013,31,0,64,5,27,4,10,0
112014,86,0,252,7,60,3,28,1
112015,14,0,16,2,22,0,0,2
112016,31,0,47,2,28,2,10,2
112017,14,0,18,2,23,1,1,2
112018,14,0,16,2,22,0,0,2
112019,83,0,141,14,68,8,35,2
11202,41,0,152,3,41,6,20,2
112020,95,0,251,15,88,8,26,2
112021,21,0,25,5,32,3,6,2
112023,38,0,67,11,49,4,18,3
112024,24,0,35,3,30,1,2,2
112026,17,5,44,5,15,4,13,0
112027,19,0,12,0,1,1,9,0
112028,6,0,4,0,3,2,4,0
112029,8,0,15,2,17,1,2,1
11203,15,1,28,2,13,1,3,0
112031,40,0,60,8,49,3,14,3
112032,84,2,196,2,35,0,0,0
112033,30,10,48,9,42,3,13,2
112034,34,0,46,5,34,3,11,3
112035,8,0,34,3,10,0,0,0
112037,40,11,50,7,46,3,14,3
112038,34,0,72,7,45,4,19,2
112039,24,3,32,5,21,0,0,1
112040,14,0,24,2,23,0,0,2
112041,9,5,34,2,15,2,3,1
112044,39,3,55,2,20,1,4,1
112045,33,8,47,3,24,1,9,0
112047,24,0,35,3,30,1,2,2
112048,97,14,129,11,93,8,16,2
112049,14,0,23,2,23,0,0,2
11205,60,24,167,22,83,2,20,0
112052,49,0,133,5,57,11,27,1
112054,27,8,30,6,34,0,0,3
112055,24,0,57,3,39,2,4,1
112056,14,0,16,2,22,0,0,2
112057,29,4,53,5,24,3,5,1
112058,31,7,43,6,41,4,13,2
112061,14,0,23,2,23,0,0,2
112062,17,0,23,4,15,2,4,0
112063,66,0,108,9,55,4,42,3
112065,26,0,65,10,32,3,7,2
112066,14,0,23,2,23,0,0,2
112067,24,0,40,3,30,1,2,2
112068,14,0,24,2,23,0,0,2
112069,23,0,38,3,28,3,4,2
112070,58,6,97,10,53,5,19,2
112071,74,20,131,18,70,11,36,3
112073,22,0,39,6,31,2,4,2
112074,31,0,47,6,33,5,13,2
112075,7,0,21,0,8,0,0,0
112078,44,0,80,6,44,3,11,2
11208,11,0,16,2,21,0,0,2
112083,27,0,38,3,26,3,6,2
112085,17,0,35,2,22,3,5,2
112086,9,1,10,1,6,1,6,0
112087,11,0,25,0,5,0,0,0
112088,28,0,42,3,34,1,4,2
112089,8,0,15,2,17,1,2,1
112090,37,8,39,4,41,3,13,3
112091,2,0,6,0,2,0,0,0
112094,24,0,35,3,30,1,2,2
112095,14,0,16,2,22,0,0,2
112096,24,0,35,3,30,1,2,2
112098,9,0,43,5,21,0,0,1
112099,82,0,253,14,60,3,17,1
11210,21,5,20,5,32,3,6,2
112101,29,10,69,10,29,7,34,2
112103,14,0,16,2,22,0,0,2
112104,31,0,64,5,28,4,9,0
112107,29,0,37,7,29,3,7,2
112108,33,5,50,6,39,4,10,2
112109,14,0,16,2,22,0,0,2
112110,49,0,99,10,43,2,15,2
112114,14,0,20,3,20,1,3,1
112115,30,10,48,9,42,3,13,2
112116,14,0,24,2,23,0,0,2
112117,26,0,41,8,28,1,9,1
112119,37,0,49,8,39,1,4,2
11212,58,17,81,12,67,6,25,3
112120,162,15,405,10,76,4,65,2
112121,17,0,20,2,23,1,1,2
112122,20,0,32,4,29,1,1,2
112123,16,4,51,5,24,1,6,1
112124,28,10,45,9,40,3,11,2
112125,21,0,64,4,9,5,8,0
112126,14,1,49,1,14,0,0,0
112127,34,2,34,2,45,1,13,0
11213,24,23,139,19,45,2,18,0
112130,16,0,23,2,23,2,7,2
112131,31,0,51,7,44,3,10,3
112134,32,0,80,5,35,2,4,0
112135,33,2,31,2,19,2,4,0
112136,9,0,38,2,6,1,3,0
112137,18,0,35,1,12,1,8,0
112138,69,0,20,3,79,3,8,2
11214,34,0,64,4,32,1,3,2
112140,20,0,38,6,32,3,5,2
112141,18,0,59,0,0,0,0,0
112142,33,0,68,5,33,4,10,0
112143,18,0,36,4,27,1,2,2
112144,75,0,23,3,82,3,8,2
112146,17,0,32,3,24,1,3,1
112147,20,0,15,2,23,0,0,2
11215,35,0,64,5,41,1,3,2
112151,20,0,29,5,25,2,5,2
112152,34,12,42,8,38,5,16,3
112155,27,1,19,4,31,0,0,1
11216,17,1,21,1,8,0,2,0
112160,32,19,63,6,50,2,4,3
112162,23,12,34,3,28,1,2,2
112163,42,0,116,10,64,4,16,2
112164,27,0,32,3,25,0,0,2
112166,26,3,77,3,15,4,8,0
112169,27,0,26,4,27,0,0,3
11217,27,10,36,6,31,3,7,2
112172,2,0,10,0,1,0,0,0
112173,34,0,91,16,34,5,21,1
112174,30,0,25,2,31,0,2,2
112176,28,0,62,3,29,2,10,2
112177,14,4,24,4,20,2,1,0
112178,19,6,23,3,27,2,2,2
112180,29,13,50,8,33,5,18,2
112181,18,0,38,2,24,2,3,2
112183,5,0,17,2,12,0,0,0
112184,22,0,37,5,29,2,5,2
112185,53,0,58,1,55,6,28,1
112186,26,8,35,5,37,1,3,2
112187,29,0,53,3,30,2,4,2
112188,15,0,66,7,34,1,8,1
112189,18,7,44,3,25,1,5,1
11219,24,6,29,3,30,1,2,2
112190,23,0,34,3,30,1,2,2
112191,24,6,31,3,30,1,2,2
112192,6,0,27,1,13,0,0,1
112193,11,0,32,2,11,1,3,0
112194,14,0,24,2,23,0,0,2
112196,14,0,23,2,23,0,0,2
112197,14,0,23,2,23,0,0,2
112198,33,0,44,5,35,1,6,3
112199,12,2,29,2,16,2,3,1
11220,42,0,94,7,51,1,6,2
112201,24,0,35,3,30,1,2,2
112202,18,0,24,2,21,0,0,2
112203,18,0,27,2,23,0,0,2
112205,24,0,35,3,30,1,2,2
112206,129,41,181,42,233,12,64,2
112207,5,0,17,2,12,0,0,0
112208,20,0,32,4,31,2,2,2
11221,17,0,23,2,24,0,0,2
