_id,Contract_definitions
13755,5
13757,16
13758,5
13759,6
13761,2
13762,5
13763,5
13764,7
13765,2
13766,12
13768,5
13769,7
13771,2
13772,4
13774,5
13775,2
13776,5
13777,2
13778,9
13780,4
13781,6
13782,9
13784,17
13785,4
13787,5
13789,4
13790,5
13791,7
13792,4
13793,3
13794,4
13795,28
13797,2
13798,7
13799,2
13801,2
13804,4
13806,4
13809,3
13810,4
13811,4
13814,5
13816,4
13818,4
13819,11
13820,10
13821,5
13822,7
13824,4
13828,7
13829,5
13830,9
13831,4
13832,9
13833,2
13835,1
13836,8
13837,2
13838,5
13839,7
13840,3
13841,2
13842,2
13843,4
13845,9
13846,8
13847,9
13850,4
13851,13
13852,5
13853,5
13855,8
13856,7
13857,2
13860,5
13861,4
13862,4
13863,10
13864,4
13866,5
13868,4
13869,13
13870,2
13871,4
13872,4
13873,4
13874,5
13876,7
13878,17
13879,4
13880,5
13881,1
13883,11
13884,5
13885,2
13886,9
13888,5
13889,4
13890,4
13891,5
13893,1
13895,4
13897,2
13898,13
13899,13
13900,3
13901,8
13902,5
13905,3
13906,5
13910,3
13912,9
13915,4
13916,2
13917,7
13918,5
13920,1
13921,6
13923,2
13925,5
13927,5
13928,9
13930,5
13934,5
13935,6
13937,4
13939,8
13940,10
13941,4
13942,3
13943,13
13945,27
13947,4
13948,4
13950,5
13951,2
13955,9
13957,9
13958,4
13961,3
13964,2
13965,8
13968,1
13969,3
13970,11
13971,2
13972,4
13974,9
13976,7
13978,6
13980,4
13981,8
13982,5
13983,2
13984,4
13985,1
13986,4
13988,4
13989,6
13990,13
13991,7
13992,7
13993,9
13994,3
13995,10
13997,2
13999,5
14000,4
14004,2
14005,13
14008,9
14009,6
14011,3
14012,4
14015,8
14016,4
14017,13
14020,4
14023,2
14024,9
14026,1
14027,7
14028,3
14031,2
14032,2
14034,2
14037,1
14038,5
14039,11
14041,5
14042,5
14043,7
14045,5
14046,4
14047,6
14049,4
14050,4
14051,6
14053,13
14054,13
14055,5
14056,11
14057,8
14058,5
14059,5
14060,4
14061,4
14062,18
14063,7
14064,4
14066,6
14068,5
14072,11
14073,8
14074,4
14075,6
14076,2
14081,8
14082,2
14083,5
14084,9
14087,2
14088,8
14089,5
14093,2
14094,9
14095,2
14096,1
14097,5
14098,10
14099,4
14101,9
14103,6
14104,10
14106,9
14107,4
14109,7
14110,4
14111,2
14112,4
14114,7
14115,4
14116,6
14117,5
14118,4
14119,5
14121,8
14122,5
14123,9
14124,19
14126,5
14127,5
14128,4
14129,2
14130,7
14131,18
14132,10
14133,6
14134,2
14136,2
14138,11
14139,4
14140,3
14141,8
14143,6
14146,7
14148,4
14150,16
14151,2
14154,2
14155,4
14156,9
14158,17
14159,2
14160,5
14161,5
14162,4
14164,6
14165,4
14166,3
14169,5
14170,5
14171,4
14172,6
14173,10
14175,6
14176,1
14179,2
14181,10
14183,6
14184,17
14186,2
14190,4
14191,5
14192,5
14193,5
14195,4
14196,2
14197,9
14198,10
14199,4
14200,5
14201,8
14202,1
14203,15
14204,11
14205,4
14209,2
14210,3
14211,14
14213,4
14214,4
14215,17
14216,5
14217,4
14218,5
14219,2
14220,2
14221,5
14222,5
14224,16
14226,14
14227,2
14228,4
14229,5
14230,5
14231,3
14236,5
14237,5
14238,24
14239,4
14240,3
14241,25
14244,1
14245,10
14247,2
14248,4
14249,1
14251,7
14254,4
14255,5
14256,8
14257,6
14258,5
14259,5
14263,6
14264,4
14265,4
14266,11
14267,6
14269,1
14270,4
14273,4
14274,2
14277,1
14278,3
14280,5
14281,5
14282,1
14284,9
14285,5
14287,4
14289,3
14290,2
14295,5
14297,4
14298,9
14299,9
14300,5
14301,11
14303,10
14304,4
14305,7
14306,5
14307,15
14308,5
14309,5
14310,5
14312,5
14313,7
14315,5
14316,16
14317,12
14319,3
14320,4
14321,5
14322,13
14324,1
14328,4
14329,8
14330,5
14331,2
14332,6
14333,8
14334,5
14336,2
14337,5
14338,13
14343,9
14345,13
14346,7
14347,13
14349,5
14350,2
14352,5
14353,6
14354,7
14355,9
14357,4
14358,4
14359,4
14361,4
14362,3
14363,4
14365,4
14366,4
14367,5
14369,6
14371,2
14372,6
14373,8
14374,5
14375,4
14376,7
14378,12
14380,8
14381,9
14382,9
14383,4
14384,5
14386,4
14390,14
14391,17
14392,5
14393,1
14395,18
14396,4
14400,5
14403,7
14406,2
14407,9
14408,5
14409,5
14411,19
14412,5
14414,7
14416,4
14417,4
14418,5
14419,5
14422,4
14423,4
14424,4
14425,5
14426,6
14427,4
14428,5
14430,8
14433,7
14434,3
14435,3
14438,5
14439,4
14440,10
14441,4
14442,13
14443,4
14444,11
14446,4
14447,2
14448,4
14449,5
14450,5
14452,5
14453,5
14454,4
14455,5
14456,4
14458,5
14459,11
14461,29
14462,9
14463,3
14465,2
14467,2
14468,6
14469,5
14471,5
14473,1
14475,5
14476,9
14477,5
14482,1
14483,6
14485,4
14486,15
14487,8
14488,5
14492,11
14495,5
14496,2
14497,9
14498,4
14499,8
14500,4
14502,4
14503,12
14505,5
14506,5
14510,6
14511,1
14512,5
14515,7
14516,16
14517,8
14519,7
14525,11
14528,2
14530,6
14531,5
14532,10
14533,5
14534,3
14535,3
14536,3
14538,13
14540,3
14543,5
14544,5
14545,4
14548,4
14549,4
14550,3
14551,16
14552,4
14553,5
14555,4
14556,17
14558,6
14559,5
14561,7
14563,6
14564,4
14565,4
14566,2
14567,5
14568,8
14569,2
14571,4
14572,16
14573,2
14574,5
14575,4
14577,6
14578,5
14579,6
14580,5
14582,4
14583,5
14584,17
14585,4
14586,3
14588,3
14590,5
14591,4
14594,11
14595,5
14596,3
14597,5
14598,4
14599,1
14600,6
14601,5
14602,4
14605,4
14609,3
14610,10
14611,4
14612,4
14616,3
14617,1
14618,10
14619,6
14620,4
14623,3
14624,5
14625,2
14627,4
14628,3
14629,2
14630,4
14631,5
14632,9
14636,17
14637,11
14638,2
14640,6
14641,18
14642,4
14643,4
14644,1
14645,5
14646,4
14647,4
14648,4
14650,11
14651,5
14652,2
14653,3
14654,2
14655,3
14657,12
14658,1
14659,10
14660,4
14663,4
14665,5
14666,5
14668,4
14669,5
14670,1
14672,9
14673,18
14674,6
14676,1
14678,5
14679,4
14680,6
14682,12
14684,2
14685,11
14686,17
14687,5
14688,4
14689,5
14691,4
14692,1
14693,5
14694,9
14695,4
14696,16
14699,5
14700,2
14703,4
14704,7
14707,7
14709,2
14710,6
14711,35
14712,5
14713,6
14714,13
14715,4
14721,3
14723,5
14725,4
14726,14
14727,4
14728,4
14731,11
14733,4
14734,5
14735,4
14736,2
14737,15
14738,5
14741,4
14742,5
14744,2
14747,8
14748,13
14750,6
14752,5
14753,4
14755,1
14757,5
14759,4
14760,4
14761,4
14762,5
14767,2
14771,2
14772,4
14774,7
14775,1
14777,4
14778,4
14779,2
14781,4
14782,5
14785,3
14786,6
14787,5
14790,4
14792,5
14793,4
14794,4
14795,4
14797,1
14798,4
14799,13
14800,5
14801,4
14802,11
14803,7
14805,6
14806,4
14807,13
14809,1
14810,3
14812,1
14813,6
14814,2
14815,3
14817,4
14819,4
14822,10
14823,4
14824,2
14825,5
14826,3
14827,4
14828,2
14832,12
14833,8
14834,2
14835,2
14836,8
14838,5
14839,13
14840,4
14841,9
14846,15
14847,2
14848,6
14849,2
14850,6
14851,8
14852,4
14854,6
14855,8
14856,5
14857,9
14858,4
14859,8
14861,4
14862,1
14863,3
14864,3
14865,8
14866,5
14868,5
14869,4
14870,5
14871,5
14874,9
14875,4
14876,15
14877,5
14879,7
14880,8
14881,5
14882,9
14883,4
14884,2
14885,5
14887,5
14888,5
14891,5
14892,8
14894,4
14895,4
14896,8
14897,9
14900,4
14901,3
14902,4
14903,1
14905,5
14906,3
14907,5
14908,4
14910,4
14911,2
14912,4
14913,8
14915,4
14916,2
14917,2
14918,4
14919,4
14920,11
14921,9
14923,4
14926,5
14927,2
14928,3
14929,13
14930,9
14931,5
14932,2
14934,4
14936,1
14938,7
14939,5
14940,3
14941,3
14943,4
14948,4
14949,4
14950,5
14951,5
14953,8
14954,7
14955,4
14956,4
14958,11
14959,14
14961,2
14962,10
14963,3
14965,1
14967,4
14968,4
14969,3
14970,11
14973,4
14974,5
14975,10
14976,4
14978,5
14980,4
14981,2
14982,5
14984,5
14985,1
14986,7
14987,5
14988,7
14991,5
14992,2
14994,11
14995,3
14996,5
14998,4
14999,9
15000,3
15002,4
15003,12
15004,4
15006,2
15007,2
15008,10
15010,10
15011,1
15013,4
15014,22
15015,2
15016,9
15017,2
15019,10
15020,11
15021,2
15022,4
15023,4
15024,4
15025,6
15027,3
15029,5
15030,3
15031,5
15034,5
15035,17
15037,6
15038,2
15039,4
15041,4
15042,4
15043,2
15045,5
15046,4
15047,13
15053,3
15055,3
15056,7
15058,4
15059,4
15060,4
15061,8
15063,12
15065,6
15066,3
15067,2
15068,11
15069,5
15070,6
15072,1
15073,2
15075,8
15076,2
15077,4
15078,11
15079,12
15080,7
15081,7
15082,2
15083,5
15084,4
15087,5
15088,9
15089,5
15091,2
15092,4
15093,1
15094,2
15095,8
15098,4
15099,5
15100,9
15101,4
15103,11
15107,5
15108,5
15110,4
15111,1
15114,4
15115,2
15117,5
15121,8
15123,2
15124,4
15125,3
15127,5
15129,5
15130,6
15131,4
15132,10
15133,4
15134,16
15136,4
15138,3
15140,1
15141,12
15142,2
15143,4
15144,1
15145,7
15146,6
15148,5
15149,3
15150,11
15151,3
15153,8
15154,9
15155,7
15158,7
15159,7
15160,16
15161,14
15163,5
15164,11
15165,2
15169,4
15170,4
15172,2
15174,6
15177,4
15178,3
15179,5
15180,5
15181,4
15184,4
15187,7
15188,2
15191,9
15192,5
15193,4
15194,4
15195,17
15196,8
15198,4
15199,12
15201,3
15202,4
15203,3
15205,1
15206,4
15208,4
15209,9
15210,8
15211,5
15213,10
15215,7
15218,15
15220,10
15222,2
15224,4
15228,5
15229,1
15230,5
15232,11
15233,5
15234,41
15235,2
15236,7
15239,7
15240,4
15241,9
15242,7
15245,4
15249,3
15251,13
15252,2
15253,1
15254,2
15255,5
15256,2
15261,8
15262,5
15264,10
15265,13
15266,11
15267,5
15268,8
15270,2
15271,5
15272,4
15273,9
15274,2
15276,23
15279,4
15281,5
15283,7
15284,4
15285,5
15286,8
15287,4
15288,4
15290,11
15291,4
15292,6
15293,3
15294,4
15296,4
15298,8
15300,6
15301,7
15302,4
15304,5
15308,4
15310,4
15311,3
15312,2
15313,18
15314,5
15315,4
15316,4
15319,4
15321,4
15322,2
15324,5
15325,1
15326,4
15327,4
15328,2
15331,4
15334,3
15336,4
15337,6
15338,4
15340,9
15341,5
15343,10
15344,2
15345,4
15347,4
15348,4
15349,6
15354,2
15356,7
15357,1
15358,4
15359,4
15360,4
15365,7
15366,14
15367,11
15368,10
15369,4
15370,10
15371,3
15372,28
15373,9
15374,4
15376,9
15380,4
15382,6
15383,1
15385,7
15386,6
15387,2
15389,4
15390,4
15391,5
15393,9
15394,5
15395,4
15396,4
15397,6
15399,2
15401,4
15402,5
15403,10
15404,3
15405,6
15408,4
15409,5
15410,5
15411,4
15412,5
15413,4
15415,3
15416,9
15418,2
15421,2
15422,5
15424,2
15425,4
15427,4
15428,9
15429,6
15430,4
15431,6
15432,8
15433,4
15437,4
15438,4
15439,2
15441,4
15444,4
15445,7
15447,3
15449,4
15451,4
15452,7
15454,2
15455,6
15457,7
15458,21
15460,9
15461,5
15463,4
15464,4
15465,4
15466,3
15468,4
15469,12
15471,9
15472,1
15475,1
15477,4
15478,4
15479,2
15480,12
15483,10
15484,3
15485,4
15486,5
15487,5
15488,4
15489,3
15490,2
15491,5
15492,2
15493,4
15494,13
15495,6
15496,3
15498,1
15500,5
15503,3
15504,1
15505,3
15506,3
15507,2
15509,5
15510,3
15512,1
15513,4
15515,4
15516,3
15517,5
15518,9
15519,13
15522,7
15523,11
15524,13
15525,1
15526,4
15527,2
15530,13
15531,3
15532,1
15533,2
15534,4
15535,3
15536,64
15537,2
15539,1
15540,7
15543,5
15544,5
15546,5
15548,6
15549,41
15550,4
15551,6
15553,6
15554,2
15555,9
15556,4
15557,4
15558,4
15559,5
15560,4
15563,5
15564,7
15565,1
15568,4
15570,2
15571,2
15572,4
15573,6
15574,9
15575,4
15576,5
15577,4
15578,4
15579,21
15580,1
15581,4
15582,8
15583,9
15584,6
15585,2
15586,6
15587,2
15588,6
15589,2
15590,5
15592,6
15593,5
15594,2
15595,5
15598,5
15600,6
15604,4
15605,2
15606,11
15608,4
15610,3
15611,5
15615,6
15616,6
15617,2
15618,3
15619,4
15620,4
15621,12
15623,15
15624,2
15627,4
15628,5
15630,4
15632,5
15633,5
15635,4
15636,5
15637,12
15638,12
15639,8
15640,3
15641,19
15643,19
15644,4
15645,10
15648,1
15649,4
15650,2
15651,5
15653,4
15658,4
15659,4
15660,9
15663,10
15665,4
15667,4
15668,4
15669,4
15672,2
15673,2
15675,4
15676,4
15678,13
15679,3
15680,2
15682,4
15683,6
15684,3
15685,9
15686,4
15687,14
15688,5
15689,2
15690,6
15691,11
15692,4
15693,9
15694,4
15695,4
15697,5
15698,8
15699,8
15700,4
15701,13
15702,4
15703,5
15704,3
15706,10
15708,4
15709,17
15710,9
15711,6
15712,2
15713,11
15714,9
15715,4
15716,4
15718,3
15719,5
15720,4
15721,4
15723,10
15724,1
15728,2
15730,6
15731,3
15732,2
15733,2
15734,2
15735,11
15737,6
15738,1
15739,6
15740,5
15741,4
15742,9
15743,3
15744,5
15746,5
15747,4
15748,21
15749,1
15751,4
15753,4
15754,5
15756,4
15757,5
15758,6
15760,5
15761,5
15763,5
15765,5
15767,10
15769,4
15770,4
15771,9
15772,9
15774,11
15775,9
15777,14
15778,6
15779,4
15780,4
15781,4
15782,9
15783,2
15784,2
15785,5
15786,6
15788,3
15789,3
15790,4
15792,2
15793,5
15794,10
15796,2
15797,5
15800,5
15801,3
15802,5
15803,3
15805,4
15806,6
15809,1
15810,5
15811,4
15813,4
15814,4
15815,2
15817,2
15818,7
15819,4
15821,3
15822,3
15823,3
15825,5
15829,4
15830,1
15832,4
15833,4
15834,4
15836,4
15837,4
15838,7
15839,8
15841,6
15842,10
15844,4
15845,6
15846,2
15847,2
15848,5
15850,2
15851,4
15854,8
15857,6
15858,11
15861,4
15862,2
15863,9
15865,5
15866,3
15868,4
15869,4
15870,11
15872,4
15873,13
15876,4
15877,17
15879,5
15880,12
15882,3
15883,5
15884,9
15885,3
15887,5
15888,3
15890,5
15891,4
15892,4
15894,4
15895,8
15899,15
15900,6
15901,4
15902,4
15903,2
15904,7
15905,8
15906,5
15907,5
15910,5
15911,5
15912,6
15914,1
15916,4
15917,5
15918,7
15919,5
15920,8
15921,9
15923,4
15924,4
15925,5
15929,7
15931,3
15933,4
15934,8
15935,4
15936,4
15937,15
15940,1
15941,2
15942,1
15943,5
15945,2
15946,4
15948,11
15950,5
15953,7
15954,4
15956,5
15957,5
15958,4
15960,5
15961,1
15962,2
15963,5
15965,12
15966,1
15967,5
15968,5
15969,2
15970,7
15971,9
15975,5
15976,4
15977,6
15978,4
15979,4
15981,2
15985,16
15986,11
15987,4
15989,4
15990,27
15991,13
15992,9
15993,2
15995,4
15996,4
15997,5
15998,8
15999,4
16000,11
16001,8
16003,4
16005,9
16006,4
16008,5
16009,18
16010,8
16011,1
16012,5
16013,4
16014,16
16015,5
16018,2
16019,3
16020,4
16021,7
16022,4
16023,2
16025,3
16026,5
16027,4
16028,1
16029,11
16033,5
16034,4
16035,11
16037,17
16039,4
16040,5
16042,2
16043,14
16045,5
16046,1
16047,2
16048,2
16049,4
16050,4
16051,16
16052,6
16053,10
16054,11
16056,2
16057,10
16058,5
16060,17
16062,4
16064,2
16067,4
16068,4
16071,10
16072,21
16074,4
16075,3
16076,2
16078,4
16079,4
16080,5
16081,9
16082,5
16083,7
16084,4
16085,5
16086,5
16087,4
16088,4
16089,6
16090,3
16091,6
16093,8
16095,2
16096,12
16097,3
16098,11
16099,4
16101,7
16102,4
16103,6
16104,8
16105,4
16107,4
16109,11
16110,4
16112,4
16113,7
16115,1
16116,4
16118,5
16121,4
16122,2
16123,4
16124,4
16125,4
16126,7
16127,4
16128,5
16129,9
16130,5
16131,12
16132,7
16133,5
16134,20
16135,9
16137,1
16143,3
16145,5
16146,4
16147,11
16148,2
16149,6
16150,4
16151,4
16152,16
16154,1
16156,7
16157,17
16158,5
16159,4
16161,5
16163,5
16164,6
16170,9
16171,3
16174,4
16176,2
16177,5
16178,2
16180,4
16181,4
16185,4
16187,6
16188,1
16189,4
16190,11
16192,2
16193,6
16194,2
16195,2
16196,5
16197,5
16199,4
16200,3
16201,2
16202,5
16203,5
16204,4
16205,10
16206,9
16207,4
16210,3
16211,4
16212,6
16213,4
16214,4
16215,5
16216,6
16217,7
16218,3
16219,7
16220,2
16221,5
16222,21
16225,4
16227,5
16228,2
16229,5
16230,3
16235,3
16237,9
16238,8
16239,17
16241,5
16242,7
16243,5
16244,4
16245,1
16246,2
16247,6
16248,3
16249,6
16250,4
16252,5
16253,8
16254,10
16255,4
16256,5
16257,3
16258,5
16259,5
16261,3
16263,11
16264,1
16265,4
16266,1
16267,4
16268,9
16270,6
16271,3
16273,21
16274,4
16275,5
16276,2
16279,1
16280,4
16281,2
16282,5
16283,5
16284,10
16286,2
16287,7
16289,5
16292,9
16293,3
16296,10
16297,4
16298,1
16299,10
16300,1
16301,4
16302,1
16303,5
16305,3
16306,5
16307,4
16308,2
16309,4
16311,1
16312,4
16314,3
16315,6
16316,5
16317,11
16318,6
16322,4
16323,1
16324,6
16326,4
16328,12
16329,13
16332,4
16333,11
16335,5
16336,9
16341,10
16342,4
16343,2
16345,3
16346,5
16347,5
16349,10
16350,2
16351,1
16353,6
16356,2
16357,1
16359,4
16360,4
16361,7
16362,5
16363,12
16364,4
16365,4
16367,4
16368,12
16370,4
16371,7
16372,3
16373,7
16375,6
16376,2
16377,5
16378,4
16379,10
16380,5
16381,7
16382,9
16383,4
16386,4
16388,21
16389,4
16390,4
16391,5
16392,4
16395,19
16396,11
16397,4
16398,2
16399,3
16400,5
16401,4
16402,5
16403,5
16404,12
16405,6
16406,5
16410,5
16411,4
16412,8
16416,5
16417,2
16418,4
16420,4
16421,10
16423,7
16425,5
16426,3
16427,7
16428,4
16429,9
16430,10
16431,5
16435,27
16437,10
16439,8
16440,41
16441,5
16442,4
16443,3
16444,10
16445,4
16448,4
16449,9
16451,5
16452,5
16453,5
16459,7
16460,6
16461,6
16462,2
16463,5
16464,3
16465,9
16466,3
16467,6
16470,12
16471,7
16472,4
16473,4
16474,5
16475,1
16476,8
16477,1
16479,3
16480,11
16481,5
16482,2
16483,4
16484,26
16486,5
16487,4
16490,2
16491,3
16492,7
16494,7
16495,3
16496,1
16498,1
16499,5
16500,4
16501,4
16502,18
16503,7
16504,5
16505,8
16506,1
16507,6
16508,2
16509,3
16512,5
16516,6
16517,4
16519,5
16521,11
16522,4
16523,6
16524,12
16525,5
16526,11
16527,2
16528,17
16529,5
16532,5
16533,5
16535,9
16536,6
16537,6
16538,11
16539,3
16540,1
16541,3
16542,2
16543,4
16544,6
16545,5
16546,5
16548,6
16549,4
16551,5
16553,3
16554,6
16556,8
16557,19
16558,4
16559,1
16560,8
16561,4
16562,4
16565,7
16566,3
16568,6
16570,2
16571,4
16572,2
16574,4
16577,5
16578,3
16579,7
16581,14
16583,5
16585,4
16586,7
16588,2
16589,4
16590,3
16591,5
16594,4
16595,19
16597,3
16598,4
16600,6
16601,12
16602,4
16603,4
16606,4
16608,4
16609,9
16610,5
16611,5
16612,4
16614,2
16615,13
16616,4
16619,2
16620,18
16621,4
16623,5
16624,2
16625,4
16626,2
16627,4
16628,4
16629,10
16630,3
16631,9
16632,5
16633,2
16634,8
16635,6
16636,5
16637,5
16638,4
16639,5
16640,12
16641,9
16642,11
16643,4
16645,19
16646,2
16648,3
16651,5
16653,3
16654,4
16655,2
16657,4
16659,1
16660,5
16661,4
16662,5
16663,11
16664,8
16665,3
16667,9
16668,5
16671,7
16674,3
16676,1
16677,4
16678,6
16679,8
16680,5
16682,1
16684,9
16685,3
16686,4
16687,4
16688,3
16690,11
16692,6
16694,2
16696,5
16698,4
16699,2
16702,14
16704,2
16707,6
16708,3
16710,1
16713,9
16714,5
16715,2
16716,2
16717,4
16718,4
16720,5
16723,4
16724,5
16725,6
16726,2
16728,6
16729,4
16731,15
16732,5
16735,12
16736,5
16737,1
16738,17
16739,4
16740,4
16742,4
16743,4
16745,4
16746,13
16747,4
16748,5
16750,4
16751,4
16752,4
16753,6
16754,8
16755,5
16756,4
16759,2
16760,4
16761,9
16762,5
16763,4
16764,4
16766,2
16767,5
16768,1
16771,4
16772,2
16773,6
16774,1
16776,10
16779,5
16782,5
16784,4
16786,4
16787,5
16790,4
16791,4
16795,6
16796,5
16797,2
16798,11
16799,11
16801,4
16803,5
16804,6
16806,3
16807,8
16809,12
16810,4
16811,7
16812,15
16814,2
16815,4
16816,5
16817,4
16821,10
16822,2
16824,11
16825,14
16826,4
16827,7
16828,3
16829,3
16830,7
16833,4
16834,2
16836,5
16837,4
16839,13
16840,5
16841,14
16843,4
16844,7
16845,4
16846,3
16847,7
16848,4
16850,7
16851,9
16857,4
16858,4
16860,4
16861,7
16862,6
16863,4
16865,1
16866,9
16867,5
16868,5
16869,5
16870,8
16871,5
16873,4
16875,8
16876,3
16877,4
16878,17
16879,2
16880,6
16881,9
16882,19
16883,4
16884,5
16888,4
16891,2
16893,5
16895,5
16896,4
16897,1
16904,5
16905,5
16908,11
16909,3
16910,2
16912,21
16913,1
16915,5
16916,5
16917,7
16918,4
16919,1
16923,2
16924,4
16926,4
16929,4
16930,6
16932,1
16934,14
16936,3
16938,1
16939,5
16940,2
16941,9
16942,6
16944,1
16945,22
16946,5
16947,12
16948,4
16949,17
16950,6
16951,1
16953,5
16954,4
16956,11
16957,3
16958,4
16959,13
16960,4
16961,9
16963,4
16965,4
16967,4
16968,2
16969,4
16971,4
16972,9
16973,3
16975,10
16976,5
16977,3
16978,4
16980,8
16981,1
16982,9
16983,11
16985,9
16986,3
16987,14
16988,1
16990,4
16991,28
16992,2
16996,9
16997,2
16998,5
16999,4
17002,10
17003,2
17004,4
17006,2
17007,9
17008,5
17009,4
17010,2
17011,4
17014,4
17015,4
17016,5
17017,2
17018,14
17020,9
17021,4
17022,6
17024,7
17027,1
17028,2
17030,6
17032,5
17033,5
17034,10
17035,21
17036,4
17037,7
17038,4
17039,4
17040,9
17041,3
17042,3
17043,6
17044,3
17045,9
17046,5
17047,21
17049,6
17050,5
17052,2
17053,4
17055,5
17056,4
17057,4
17058,4
17060,13
17062,1
17065,2
17067,7
17069,1
17070,4
17074,4
17075,3
17077,6
17079,12
17080,2
17082,5
17083,4
17084,8
17085,4
17086,2
17087,10
17090,8
17091,3
17092,4
17094,9
17096,6
17098,3
17101,5
17102,2
17103,12
17105,3
17107,13
17108,17
17110,6
17111,9
17112,5
17113,2
17114,1
17115,5
17116,4
17117,1
17118,9
17123,13
17124,5
17128,2
17129,7
17130,5
17131,4
17132,19
17134,1
17135,5
17136,3
17137,7
17138,9
17139,2
17140,4
17142,4
17143,3
17144,5
17145,2
17146,6
17147,1
17149,6
17151,4
17152,5
17156,5
17157,11
17158,1
17159,7
17160,17
17162,4
17163,4
17164,11
17168,9
17169,3
17173,8
17174,5
17175,5
17176,4
17178,2
17179,2
17180,4
17181,9
17182,5
17183,4
17185,5
17187,2
17188,3
17190,5
17191,4
17192,2
17195,14
17196,7
17197,5
17198,6
17199,10
17200,5
17201,2
17202,11
17203,2
17205,1
17207,25
17208,9
17210,7
17211,2
17212,2
17213,10
17215,6
17216,8
17217,4
17218,1
17219,4
17221,7
17224,5
17225,4
17226,4
17228,13
17230,5
17231,26
17234,5
17235,4
17236,13
17237,2
17239,5
17240,6
17242,4
17243,4
17244,2
17246,7
17247,4
17248,2
17249,5
17250,4
17254,7
17255,5
17256,1
17259,3
17260,4
17263,2
17264,13
17266,5
17267,8
17269,4
17270,13
17271,3
17272,3
17273,4
17274,6
17275,5
17277,8
17278,14
17280,1
17281,24
17283,5
17284,10
17285,7
17287,14
17288,4
17289,4
17295,6
17297,10
17300,5
17302,2
17303,8
17306,2
17307,1
17308,13
17309,8
17310,7
17311,1
17314,8
17315,5
17316,4
17319,8
17320,5
17321,4
17322,5
17323,9
17325,4
17326,6
17327,11
17328,1
17329,7
17330,10
17332,1
17333,4
17334,10
17336,6
17337,2
17338,2
17339,4
17341,4
17342,5
17343,5
17344,7
17345,4
17346,1
17349,4
17352,2
17353,2
17355,3
17356,1
17357,17
17358,3
17359,4
17360,4
17361,2
17363,2
17366,5
17367,2
17370,1
17371,11
17373,2
17375,4
17376,4
17377,3
17378,2
17379,7
17380,5
17381,7
17385,6
17387,5
17388,9
17390,4
17392,17
17393,5
17394,4
17395,5
17396,5
17398,1
17399,5
17401,3
17403,5
17404,4
17405,5
17406,12
17407,8
17408,2
17409,4
17412,4
17413,26
17414,9
17415,6
17416,1
17417,10
17418,11
17419,4
17420,4
17421,6
17423,5
17424,8
17425,7
17428,1
17429,2
17430,5
17431,5
17432,4
17433,7
17436,2
17439,7
17441,4
17442,6
17443,5
17444,4
17445,5
17446,2
17447,7
17448,3
17450,13
17451,3
17452,11
17453,16
17454,4
17455,5
17456,2
17457,4
17458,2
17459,8
17460,8
17461,4
17463,5
17464,4
17466,8
17467,8
17468,1
17469,5
17470,9
17471,5
17472,5
17473,8
17474,4
17477,2
17478,4
17480,5
17481,5
17483,12
17484,16
17486,5
17487,3
17488,2
17489,4
17490,4
17492,7
17493,17
17494,4
17496,2
17497,5
17499,5
17501,1
17502,12
17503,5
17504,3
17505,10
17506,3
17507,5
17508,5
17509,4
17512,13
17514,2
17515,3
17516,2
17517,4
17518,12
17519,5
17520,6
17521,4
17522,5
17523,5
17524,4
17525,3
17526,5
17530,7
17531,4
17532,1
17533,2
17534,5
17536,2
17537,4
17538,3
17539,1
17540,4
17541,4
17542,5
17543,4
17544,2
17546,2
17547,1
17548,3
17549,21
17550,6
17553,11
17554,3
17555,3
17556,10
17557,5
17558,8
17559,4
17561,4
17562,9
17563,4
17564,4
17566,4
17567,9
17569,7
17570,7
17571,5
17572,1
17574,2
17577,4
17578,4
17579,4
17580,2
17582,6
17583,6
17584,1
17586,4
17591,7
17592,2
17594,4
17595,3
17597,5
17598,5
17599,2
17600,4
17601,13
17602,4
17603,2
17605,7
17606,4
17607,4
17608,4
17609,3
17610,5
17611,2
17612,6
17613,7
17616,27
17617,10
17620,5
17622,5
17623,1
17625,4
17628,11
17630,2
17631,4
17632,13
17633,8
17634,3
17639,3
17640,4
17641,5
17643,3
17645,5
17646,3
17647,6
17650,4
17651,10
17653,4
17655,13
17656,1
17657,5
17658,9
17659,1
17664,8
17665,2
17667,6
17668,8
17669,13
17670,3
17674,18
17676,10
17677,9
17679,1
17680,5
17681,5
17682,2
17683,5
17685,3
17686,10
17689,3
17690,2
17691,4
17692,4
17693,2
17694,6
17696,7
17697,5
17698,5
17699,4
17700,7
17701,17
17702,5
17706,12
17708,8
17710,4
17713,7
17715,7
17716,2
17719,2
17721,13
17722,2
17726,3
17727,3
17728,5
17730,3
17732,35
17733,5
17737,4
17738,8
17739,5
17740,5
17741,4
17743,6
17747,5
17748,5
17749,4
17750,5
17751,4
17755,4
17756,5
17757,4
17761,10
17762,4
17763,5
17764,5
17765,5
17767,5
17770,9
17771,1
17773,3
17774,2
17775,12
17776,16
17777,4
17779,4
17780,3
17781,4
17782,9
17784,4
17785,7
17786,4
17787,5
17788,2
17789,7
17791,1
17793,4
17794,13
17795,15
17797,19
17798,6
17800,1
17801,2
17802,5
17803,5
17805,9
17807,3
17808,4
17809,4
17811,5
