_id,Binary_Operations,Blocks,Bytes,Placeholder_statements,Constant_values,Hexadecimal_addresses
105673,156,112,78,0,0,29
105675,72,28,12,0,0,4
105676,108,67,4,0,0,2
105677,89,55,5,0,0,4
105678,698,81,0,0,0,185
105679,117,99,2,0,0,0
105680,88,55,5,0,0,4
105681,738,250,269,0,0,30
105682,35,10,0,0,0,0
105683,208,60,0,0,0,0
105684,245,62,1,0,0,3
105685,191,90,1,0,0,3
105686,79,69,67,0,0,5
105689,43,22,3,0,0,0
105690,65,52,15,0,0,2
105691,81,104,48,0,0,1
105692,0,1,0,0,0,1
105693,41,24,0,0,0,1
105694,203,51,24,0,0,1
105696,40,18,2,0,6,2
105698,7,27,16,0,0,3
105700,51,36,0,0,0,1
105701,129,71,14,0,0,1
105702,63,40,14,0,0,0
105703,120,38,0,0,0,1
105706,244,154,65,0,0,26
105707,70,33,0,0,0,3
105708,46,37,13,0,0,5
105709,98,59,5,0,0,4
105711,60,37,0,0,0,2
105712,83,50,24,0,0,2
105713,67,50,0,0,0,0
105714,72,53,16,0,0,2
105715,173,117,6,0,0,2
105716,62,36,4,0,0,2
105717,40,18,2,0,6,2
105718,43,11,0,0,0,0
105719,37,26,47,0,0,5
105720,88,55,5,0,0,4
105721,62,46,14,0,0,2
105722,115,30,0,0,0,0
105724,103,24,0,0,0,1
105725,58,41,14,0,0,3
105726,18,12,0,0,0,0
105727,77,48,12,0,0,0
105728,85,54,5,0,0,2
105730,78,52,2,0,0,0
105731,193,93,5,0,0,14
105732,93,42,0,0,0,11
105734,104,63,10,0,0,4
105735,174,50,0,0,0,0
105737,62,46,12,0,0,0
105740,92,31,4,0,0,10
105741,64,39,24,0,0,5
105742,95,57,5,0,0,4
105744,88,71,5,0,0,3
105745,187,92,35,0,0,1
105746,50,51,1,0,0,0
105747,85,65,31,0,0,4
105748,59,22,20,0,0,0
105749,227,91,12,0,0,9
105750,1133,482,23,0,0,218
105752,105,116,53,0,0,3
105753,66,34,0,0,0,3
105754,62,46,14,0,0,2
105757,70,61,5,0,0,0
105758,58,34,0,0,0,0
105759,51,20,20,0,0,0
105760,65,10,1,0,0,2
105761,228,102,33,0,0,10
105762,56,39,0,0,0,0
105763,40,18,2,0,6,2
105764,0,1,0,0,0,3
105765,40,18,2,0,6,2
105766,89,31,10,0,0,10
105767,56,24,0,0,9,0
105768,235,90,0,0,0,3
105769,72,53,16,0,0,2
105770,170,133,137,0,0,19
105771,42,18,0,0,0,0
105772,45,7,0,0,0,5
105773,68,41,4,0,0,2
105774,53,20,2,0,6,0
105775,14,10,0,0,0,1
105776,8,12,10,0,0,3
105777,78,101,33,0,0,10
105778,83,34,0,0,0,0
105780,109,97,12,0,0,0
105782,48,33,13,0,0,2
105783,31,11,0,0,0,0
105784,80,81,0,0,0,0
105785,90,43,38,0,0,3
105786,101,88,3,0,0,0
105787,202,117,24,0,0,2
105788,1209,507,25,0,0,226
105789,46,31,0,0,0,1
105790,0,1,2,0,0,0
105791,71,56,7,0,0,13
105792,126,64,28,0,0,12
105793,58,19,2,0,0,2
105795,90,56,16,0,0,2
105796,119,58,1,0,0,3
105797,183,109,28,0,0,12
105798,385,80,10,0,0,3
105799,52,34,0,0,0,0
105800,366,166,42,0,0,12
105801,62,46,14,0,0,2
105802,139,56,6,0,0,5
105803,356,113,88,0,0,1
105804,98,70,26,0,0,6
105805,39,24,0,0,0,0
105806,64,37,24,0,0,5
105807,61,28,4,0,0,5
105808,8,11,0,0,0,0
105809,38,30,12,0,0,0
105810,59,22,0,0,0,1
105811,68,41,4,0,0,2
105813,71,23,4,0,6,0
105814,85,63,5,0,0,2
105815,31,10,3,0,4,0
105816,3,14,6,0,6,6
105817,41,22,0,0,0,3
105818,59,15,0,0,0,2
105820,51,26,1,0,0,1
105821,47,20,0,0,6,0
105822,68,41,4,0,0,2
105823,68,19,0,0,0,1
105824,113,69,15,0,0,8
105825,270,126,36,0,0,1
105826,259,139,53,0,0,60
105827,58,44,12,0,0,2
105829,40,17,2,0,0,2
105831,40,29,9,0,0,1
105832,113,66,19,0,0,3
105834,72,52,5,0,0,3
105835,107,81,50,0,0,6
105836,50,34,1,0,0,0
105838,231,105,28,0,0,3
105839,98,48,2,0,0,0
105840,277,210,6,0,0,2
105841,644,44,0,0,0,218
105842,48,18,3,0,0,0
105843,84,65,14,0,0,2
105844,68,42,4,0,0,0
105846,158,72,13,0,0,0
105847,62,36,4,0,0,2
105848,96,53,2,0,0,1
105849,158,97,18,0,0,3
105852,84,64,11,0,0,9
105853,96,36,0,0,0,0
105854,18,12,0,0,0,0
105856,76,48,12,0,0,0
105857,131,73,22,0,0,2
105858,93,60,5,0,0,4
105861,94,67,20,0,0,10
105862,221,139,40,0,0,22
105864,186,121,37,0,0,2
105865,43,34,1,0,0,0
105866,125,30,0,0,0,0
105867,1253,512,25,0,0,230
105868,42,17,2,0,0,0
105869,69,40,4,0,0,2
105870,42,8,13,0,0,2
105871,55,32,0,0,0,0
105872,58,41,14,0,0,3
105873,166,32,0,0,0,21
105874,88,57,14,0,0,0
105875,113,97,2,0,0,0
105876,73,66,15,0,0,5
105879,81,52,5,0,0,4
105880,40,18,2,0,6,2
105882,68,47,13,0,0,0
105883,82,45,17,0,0,2
105884,152,95,18,0,0,2
105885,153,89,14,0,0,12
105886,49,40,13,0,0,1
105887,143,73,5,0,0,4
105888,31,18,0,0,0,0
105889,146,98,37,0,0,2
105892,139,71,0,0,0,1
105893,64,35,0,0,0,1
105894,110,72,7,0,0,8
105896,72,58,5,0,0,5
105897,59,15,0,0,0,2
105898,12,14,5,0,10,3
105899,87,52,0,0,10,0
105901,133,70,5,0,0,3
105903,50,51,1,0,0,0
105905,54,20,0,0,0,2
105906,410,75,67,0,0,4
105907,71,45,5,0,0,5
105908,145,72,32,0,0,7
105909,40,18,2,0,6,2
105912,117,100,29,0,0,2
105913,58,30,19,0,0,9
105914,89,63,4,0,0,5
105915,39,11,6,0,0,0
105916,4,2,0,0,0,2
105917,41,14,0,0,0,5
105918,130,55,11,0,0,1
105919,69,30,0,0,6,0
105920,25,3,5,0,0,0
105921,3,14,6,0,6,6
105922,11,8,0,0,0,1
105923,107,57,13,0,0,3
105925,192,93,38,0,0,55
105926,120,72,5,0,0,4
105927,40,18,2,0,6,2
105928,59,32,21,0,0,0
105929,58,37,0,0,0,2
105930,72,53,16,0,0,2
105932,1258,514,25,0,0,230
105933,326,206,46,0,0,30
105934,75,58,57,0,0,5
105935,334,206,34,0,0,28
105938,2,2,0,0,0,0
105939,128,32,0,0,0,0
105941,31,11,0,0,0,0
105942,117,98,29,0,0,2
105943,123,64,5,0,0,4
105944,122,82,14,0,0,11
105945,70,30,0,0,0,3
105946,99,98,15,0,0,1
105948,71,53,4,0,0,5
105949,230,146,7,0,0,14
105950,31,11,0,0,0,0
105951,86,68,15,0,0,7
105952,73,31,0,0,0,0
105953,301,182,81,0,0,4
105954,84,64,14,0,0,0
105955,112,63,5,0,0,3
105958,57,55,16,0,0,4
105959,95,54,0,0,0,0
105960,1,2,0,0,0,0
105961,352,103,14,0,0,4
105962,307,83,12,0,0,3
105963,153,92,80,0,0,10
105964,126,100,29,0,0,2
105965,8,2,0,0,0,2
105966,285,172,35,0,0,0
105967,144,96,58,0,0,1
105969,20,19,3,0,5,0
105970,29,23,0,0,0,2
105972,61,38,0,0,0,2
105973,86,53,4,0,0,8
105974,42,32,10,0,0,4
105977,190,41,1,0,0,5
105978,50,43,0,0,0,0
105979,29,18,2,0,0,8
105981,84,46,1,0,0,1
105982,9,4,0,0,0,1
105983,113,44,5,0,0,3
105985,35,13,11,0,0,0
105987,65,49,14,0,0,2
105989,151,145,5,0,0,2
105990,41,18,2,0,6,2
105991,117,55,5,0,0,2
105992,712,88,9,0,0,185
105994,70,39,4,0,0,3
105995,98,58,8,0,0,5
105996,125,71,5,0,0,8
105997,466,184,7,0,0,0
105998,82,79,1,0,0,0
105999,156,95,14,0,0,2
106000,68,83,46,0,0,5
106001,192,94,35,0,0,1
106002,26,17,9,0,0,0
106003,25,43,24,0,0,1
106004,146,59,4,0,0,2
106005,7,10,6,0,2,6
106006,37,26,0,0,0,1
106007,94,43,0,0,0,0
106008,62,45,14,0,0,2
106009,344,202,10,0,0,0
106012,171,86,21,0,0,14
106013,48,19,3,0,0,0
106014,92,41,4,0,0,12
106018,35,23,10,0,0,0
106019,50,38,1,0,0,0
106020,227,77,69,0,0,12
106021,1192,503,23,0,0,221
106022,216,133,7,0,0,14
106023,51,25,0,0,0,10
106024,35,30,5,0,0,0
106025,87,52,0,0,10,0
106028,254,118,8,0,0,0
106029,291,229,22,0,0,6
106030,8,13,12,0,0,47
106031,148,69,14,0,0,4
106033,52,37,0,0,0,1
106034,90,56,5,0,0,4
106037,31,11,0,0,0,0
106038,29,19,9,0,0,0
106039,65,53,1,0,0,0
106042,87,58,5,0,0,5
106043,40,18,2,0,6,2
106044,19,11,0,0,0,0
106045,62,36,4,0,0,2
106047,91,61,5,0,0,4
106048,87,15,0,0,0,2
106050,80,60,5,0,0,2
106052,1,3,0,0,0,1
106053,37,28,6,0,0,0
106055,107,79,16,0,0,2
106057,91,18,3,0,8,1
106059,174,74,5,0,0,3
106060,50,28,3,0,5,0
106061,135,50,0,0,6,1
106062,39,28,21,0,0,1
106063,73,28,0,0,0,1
106065,91,49,0,0,0,0
106066,82,13,0,0,0,1
106068,121,43,0,0,0,2
106069,117,100,29,0,0,2
106071,4,2,6,0,0,4
106072,68,41,4,0,0,2
106073,43,26,1,0,0,1
106074,130,73,16,0,0,2
106075,179,99,10,0,0,8
106076,4,1,0,0,0,4
106077,55,33,4,0,0,3
106078,381,133,2,0,0,2
106079,276,171,30,0,0,17
106080,70,76,3,0,0,3
106082,4,6,6,0,0,4
106084,189,97,34,0,0,6
106085,151,89,20,0,0,0
106088,40,18,2,0,6,2
106090,96,49,15,0,0,59
106092,65,36,4,0,0,2
106093,194,109,70,0,0,6
106094,67,38,4,0,0,2
106095,46,38,12,0,0,2
106100,267,133,37,0,0,55
106102,56,37,0,0,0,0
106103,69,37,0,0,5,1
106105,5,3,0,0,0,0
106106,62,48,14,0,0,2
106107,53,11,0,0,0,0
106108,49,26,0,0,0,1
106109,34,9,2,0,0,1
106110,77,23,0,0,0,7
106111,103,60,37,0,0,5
106112,90,56,5,0,0,4
106113,208,115,66,0,0,12
106114,17,6,0,0,4,0
106115,38,20,4,0,0,4
106117,40,18,2,0,6,2
106118,75,44,4,0,0,2
106119,183,91,0,0,0,1
106120,46,28,15,0,0,4
106122,91,51,18,0,0,3
106123,59,30,16,0,0,0
106125,100,42,4,0,0,5
106127,3,2,0,0,0,0
106130,67,46,4,0,0,4
106131,207,114,22,0,0,24
106134,184,77,0,0,0,7
106135,10,9,4,0,0,1
106136,20,18,5,0,0,0
106137,210,76,0,0,0,2
106138,80,32,19,0,0,0
106141,77,24,7,0,0,4
106142,171,105,5,0,0,3
106143,22,10,9,0,0,5
106144,80,35,4,0,6,0
106147,1,1,0,0,0,1
106148,83,91,49,0,0,4
106150,58,57,22,0,0,3
106152,86,56,5,0,0,4
106153,12,12,2,0,0,0
106154,125,68,22,0,0,2
106155,179,118,6,0,0,2
106156,58,19,2,0,0,2
106157,92,59,5,0,0,5
106158,232,71,2,0,0,9
106159,134,47,35,0,0,4
106160,46,33,3,0,0,3
106161,5,5,6,0,0,1
106162,126,84,6,0,0,2
106163,142,85,14,0,0,15
106164,190,34,0,0,0,2
106167,8,15,1,0,0,0
106168,103,29,2,0,0,2
106169,104,63,10,0,0,3
106171,1198,450,42,0,0,152
106172,8,6,0,0,0,1
106173,33,16,4,0,0,4
106174,82,31,15,0,0,0
106175,40,18,2,0,6,2
106177,35,29,35,0,0,0
106180,129,31,0,0,0,0
106182,3,3,0,0,0,1
106183,68,39,1,0,0,2
106184,68,49,14,0,0,0
106185,92,45,0,0,0,0
106186,1261,510,23,0,0,234
106189,23,23,1,0,0,0
106190,40,18,2,0,6,2
106193,75,44,4,0,0,2
106194,111,36,2,0,0,89
106195,40,18,2,0,6,2
106196,42,14,7,0,0,7
106197,9,6,0,0,0,2
106198,26,32,20,0,0,4
106199,85,41,4,0,0,8
106200,462,169,6,0,0,0
106201,187,29,18,0,0,0
106202,93,54,14,0,0,2
106203,50,33,3,0,0,2
106204,87,70,15,0,0,8
106205,31,11,0,0,0,0
106206,110,46,20,0,0,3
106207,80,23,12,0,0,0
106209,37,7,0,0,1,0
106210,55,13,0,0,0,2
106212,237,115,19,0,0,4
106215,131,78,23,0,0,8
106216,190,118,26,0,0,2
106217,20,19,3,0,5,0
106218,87,52,0,0,0,0
106219,407,75,67,0,0,4
106221,30,23,6,0,8,0
106223,72,58,5,0,0,5
106224,53,23,0,0,0,0
106225,116,92,29,0,0,9
106226,96,57,5,0,0,3
106227,117,55,5,0,0,2
106228,20,19,3,0,5,0
106229,78,54,16,0,0,2
106230,466,184,7,0,0,0
106233,78,54,16,0,0,2
106234,85,65,31,0,0,4
106235,49,17,7,0,0,5
106237,213,100,5,0,0,4
106238,49,5,17,0,0,4
106239,282,188,37,0,0,20
106240,41,31,1,0,0,0
106241,24,8,0,0,0,1
106242,7,10,6,0,2,6
106243,74,32,2,0,0,1
106244,118,54,11,0,0,0
106245,88,55,5,0,0,4
106246,107,79,16,0,0,2
106247,164,57,0,0,0,2
106248,67,35,0,0,0,0
106249,12,6,0,0,0,0
106250,121,76,14,0,0,11
106251,186,121,37,0,0,2
106252,63,59,15,0,0,5
106254,64,42,2,0,0,2
106255,18,17,3,0,0,2
106256,178,108,28,0,0,12
106257,76,41,4,0,0,5
106258,40,18,2,0,6,2
106259,3,1,0,0,0,1
106260,61,38,0,0,0,2
106261,62,35,26,0,0,2
106263,95,48,13,0,0,8
106264,61,33,1,0,0,0
106265,40,18,2,0,6,2
106266,228,353,80,0,0,1
106267,68,19,0,0,0,1
106268,90,56,5,0,0,4
106269,31,16,0,0,0,1
106270,114,37,0,0,0,6
106272,15,9,0,0,0,2
106273,130,35,0,0,0,0
106274,87,53,5,0,0,4
106275,117,61,5,0,0,4
106276,221,51,39,0,0,0
106277,82,46,1,0,0,0
106278,40,16,0,0,0,0
106280,49,34,0,0,0,1
106281,165,102,16,0,0,2
106283,1409,531,44,0,0,161
106284,62,36,4,0,0,2
106286,84,65,14,0,0,2
106287,22,12,0,0,0,0
106289,101,56,10,0,0,2
106290,488,57,65,0,0,0
106292,73,27,8,0,0,5
106294,58,42,15,0,0,8
106295,152,200,51,0,0,1
106296,7,10,6,0,2,6
106297,16,17,5,0,0,0
106298,44,20,0,0,5,1
106299,20,25,50,0,0,0
106300,84,33,4,0,0,5
106302,149,53,1,0,0,1
106304,52,29,0,0,0,2
106305,38,21,0,0,0,2
106306,110,74,21,0,0,0
106307,1165,492,23,0,0,220
106308,1,2,0,0,0,0
106309,59,35,19,0,0,1
106310,44,37,9,0,0,5
106311,176,460,67,0,0,7
106313,75,58,0,0,0,0
106314,91,49,0,0,0,0
106316,78,29,3,0,0,0
106317,65,31,22,0,0,5
106320,40,18,2,0,6,2
106321,62,11,0,0,0,1
106322,94,115,67,0,0,11
106323,63,21,0,0,0,0
106324,161,58,48,0,0,11
106326,105,36,0,0,0,1
106329,80,44,61,0,0,2
106330,71,37,4,0,0,3
106331,43,23,0,0,0,3
106332,100,58,5,0,0,3
106333,193,131,37,0,0,6
106334,71,46,4,0,0,4
106335,77,22,2,0,0,5
106336,81,23,6,0,0,0
106337,104,63,10,0,0,3
106338,174,74,5,0,0,3
106339,46,34,3,0,0,2
106340,122,68,5,0,0,7
106341,78,81,3,0,0,2
106342,37,11,0,0,0,0
106343,104,59,5,0,0,4
106344,186,44,24,0,0,1
106346,10,12,6,0,0,4
106350,31,19,0,0,0,0
106351,106,104,47,0,0,1
106352,157,171,132,0,0,11
106353,167,88,14,0,0,12
106354,1201,452,47,0,0,152
106356,93,78,28,0,0,0
106357,91,75,17,0,0,1
106358,106,62,26,0,0,1
106359,1192,503,23,0,0,221
106360,59,17,0,0,6,0
106362,75,44,4,0,0,2
106364,174,40,1,0,0,4
106365,62,36,4,0,0,2
106366,39,24,0,0,0,0
106367,74,45,14,0,0,0
106368,62,37,4,0,0,2
106369,53,32,0,0,0,1
106370,106,34,2,0,0,4
106371,62,71,3,0,0,2
106376,62,35,58,0,0,0
106378,125,69,22,0,0,2
106379,68,41,4,0,0,2
106380,55,20,20,0,0,0
106381,53,11,0,0,4,0
106382,1133,482,23,0,0,218
106383,132,78,18,0,0,8
106384,79,50,3,0,0,130
106388,462,169,6,0,0,0
106390,31,19,3,0,5,0
106391,4,4,2,0,0,0
106392,87,52,0,0,10,0
106393,18,15,1,0,0,0
106394,62,36,4,0,0,2
106395,3,2,0,0,0,0
106396,40,18,2,0,6,2
106397,58,34,0,0,0,0
106398,78,24,0,0,0,1
106399,68,19,0,0,0,1
106400,167,70,17,0,0,7
106401,68,41,4,0,0,2
106403,88,55,5,0,0,4
106404,181,84,31,0,0,12
106405,192,45,15,0,0,3
106406,78,54,16,0,0,2
106407,45,19,0,0,0,2
106408,55,37,3,0,0,2
106409,45,23,1,0,0,1
106410,79,66,1,0,0,0
106411,65,48,14,0,0,2
106412,51,36,14,0,0,0
106413,213,70,1,0,0,0
106414,118,54,11,0,0,0
106417,46,35,1,0,0,2
106418,200,94,38,0,0,56
10642,1,2,0,0,0,0
106420,1,5,0,0,0,3
106421,101,60,0,0,0,0
106423,49,34,0,0,0,1
106425,144,99,35,0,0,3
106426,87,52,0,0,10,0
106428,89,55,5,0,0,4
106430,0,4,0,0,0,1
106431,118,47,0,0,0,2
106432,85,63,5,0,0,2
106433,50,29,0,0,0,1
106436,14,10,0,0,0,1
106437,1257,508,22,0,0,233
106438,80,98,40,0,0,1
106439,166,82,1,0,0,24
106440,40,18,2,0,6,2
106441,68,41,4,0,0,2
106442,85,42,4,0,0,8
106443,40,18,2,0,6,2
106444,87,53,3,0,0,3
106445,102,32,0,0,0,0
106446,0,2,0,0,0,4
106447,62,36,4,0,0,2
106448,87,25,0,0,3,2
106449,275,200,54,0,0,3
106450,1409,531,44,0,0,161
106451,157,51,1,0,0,1
106452,180,128,2,0,0,0
106454,95,115,67,0,0,11
106455,83,54,5,0,0,2
106456,107,69,14,0,0,11
106457,89,59,9,0,0,0
106458,186,121,37,0,0,2
106459,277,165,30,0,0,2
106460,56,41,12,0,0,0
106461,62,37,4,0,0,2
106462,59,56,0,0,0,0
106463,14,10,0,0,0,1
106464,74,55,16,0,0,2
106465,142,48,38,0,0,3
106466,151,150,151,0,0,29
106471,439,110,64,0,0,6
106472,75,44,4,0,0,2
106474,47,14,2,0,2,1
106476,198,124,37,0,0,2
106477,104,63,10,0,0,6
106478,105,148,36,0,0,1
106479,18,2,2,0,0,1
106480,60,46,0,0,0,2
106481,1409,531,44,0,0,161
106482,82,48,6,0,0,3
106483,80,24,0,0,0,7
106484,139,56,8,0,0,5
106485,67,35,0,0,0,0
106487,89,45,12,0,0,0
106488,59,22,0,0,0,0
106489,84,35,4,0,0,0
106490,73,52,14,0,0,2
106491,118,65,36,0,0,9
106493,104,63,10,0,0,4
106495,33,6,21,0,0,6
106496,87,52,0,0,10,0
106500,55,41,14,0,0,2
106502,55,22,20,0,0,1
106503,89,55,5,0,0,4
106504,16,9,0,0,0,4
106505,88,52,0,0,0,0
106506,267,53,23,0,0,3
106507,138,75,20,0,0,0
106508,125,68,22,0,0,2
106509,34,9,2,0,0,1
106510,54,28,0,0,0,0
106511,160,89,16,0,0,12
106512,202,90,21,0,0,2
106513,39,24,3,0,0,1
106514,462,169,6,0,0,0
106515,31,20,0,0,5,0
106516,68,19,0,0,0,1
106517,107,55,4,0,0,0
106518,113,80,16,0,0,2
106519,79,46,67,0,0,2
106521,18,12,0,0,0,0
106523,84,65,14,0,0,2
106524,106,38,2,0,0,3
106525,87,53,5,0,0,4
106526,68,61,0,0,0,0
106527,0,2,3,0,1,3
106528,88,55,5,0,0,4
106529,210,306,68,0,0,1
106531,18,10,0,0,0,0
106533,22,5,0,0,0,3
106534,78,54,16,0,0,2
106535,63,31,1,0,0,0
106536,171,229,59,0,0,1
106537,89,59,14,0,0,2
106538,86,80,3,0,0,3
106539,101,56,10,0,0,2
106540,85,50,26,0,0,2
106541,75,42,4,0,0,2
106542,35,34,19,0,0,1
106543,18,30,35,0,0,0
106544,63,72,3,0,0,3
106545,54,35,0,0,0,3
106546,440,153,0,0,10,2
106551,213,133,7,0,0,14
106552,130,69,5,0,0,3
106553,64,20,0,0,0,0
106554,67,38,4,0,0,2
106556,230,103,33,0,0,11
106557,73,31,0,0,0,0
106558,67,47,14,0,0,2
106559,382,231,111,0,7,27
106560,183,87,51,0,0,1
106561,63,39,49,0,0,3
106562,363,134,9,0,0,4
106563,96,33,0,0,0,0
106564,188,93,18,0,0,2
106566,19,8,11,0,0,0
106567,48,36,1,0,0,0
106568,63,72,3,0,0,3
106570,40,18,2,0,6,2
106572,81,90,30,0,0,1
106573,53,50,1,0,0,0
106574,53,41,1,0,0,0
106575,338,154,41,0,0,17
106576,18,12,0,0,0,0
106579,46,30,5,0,0,5
10658,3,4,2,0,0,0
106581,146,95,10,0,0,7
106583,466,184,7,0,0,0
106584,104,63,10,0,0,3
106585,90,29,6,0,0,4
106586,75,29,14,0,2,10
106587,79,61,0,0,0,2
106588,277,49,0,0,0,3
106590,45,12,0,0,0,0
106592,116,53,12,0,0,3
106593,57,37,5,0,0,2
106594,192,124,38,0,0,22
106595,104,59,5,0,0,4
106596,131,111,60,0,0,9
106597,108,36,0,0,0,1
106599,135,76,5,0,0,2
106600,62,41,14,0,0,2
106601,318,200,10,0,0,0
106602,153,69,2,0,0,0
106603,20,25,50,0,0,0
106604,29,11,7,0,0,3
106605,750,118,22,0,0,187
106606,7,10,6,0,2,6
106607,72,48,22,0,0,0
106608,191,110,14,0,0,0
106609,466,184,7,0,0,0
10661,182,53,60,0,0,7
106610,40,18,2,0,6,2
106612,46,32,17,0,0,56
106614,1,1,0,0,0,1
106615,437,140,12,0,0,3
106616,56,39,9,0,0,0
106617,62,36,4,0,0,2
106618,43,36,0,0,0,0
106619,354,262,24,0,0,6
106620,116,125,92,0,0,7
106622,67,44,22,0,0,3
106623,186,121,37,0,0,2
106624,33,8,8,0,0,4
106625,51,26,1,0,0,1
106628,191,97,34,0,0,6
106630,112,90,6,0,0,2
106632,54,22,0,0,0,3
106633,125,69,22,0,0,2
106634,103,29,2,0,0,2
106636,84,53,5,0,0,4
106637,84,53,5,0,0,4
106639,3,3,0,0,0,0
106641,89,50,2,0,0,3
106643,25,8,0,0,0,0
106644,48,25,1,0,0,1
106645,92,58,5,0,0,4
106646,219,151,63,0,0,13
106647,68,49,14,0,0,0
106649,17,22,11,0,0,2
106651,138,85,16,0,0,2
106654,59,38,0,0,0,2
106655,41,14,0,0,0,5
106656,46,31,1,0,0,0
106657,45,37,1,0,0,1
106658,2,1,0,0,0,2
106660,90,64,4,0,0,5
106663,77,41,8,0,0,0
106664,87,70,15,0,0,8
106665,20,19,3,0,5,0
106666,31,20,0,0,5,0
106669,41,22,1,0,1,1
106670,20,19,3,0,5,0
106671,120,76,14,0,0,0
106672,11,8,0,0,0,2
106673,146,74,1,0,0,0
106674,1019,417,21,0,0,205
106675,93,34,8,0,0,0
106678,182,102,33,0,0,10
106679,62,47,14,0,0,2
106680,31,11,0,0,0,0
106681,81,52,5,0,0,4
106682,87,52,0,0,10,0
106683,51,26,1,0,0,1
106684,85,42,4,0,0,8
106685,9,16,13,0,0,3
106686,84,54,5,0,0,4
106687,41,17,0,0,6,0
106689,334,126,0,0,0,15
106690,333,154,77,0,0,29
106692,44,28,2,0,0,0
106693,51,43,3,0,0,4
106694,125,40,4,0,0,2
106695,62,31,24,0,0,2
106697,88,53,0,0,0,0
106700,83,56,4,0,0,2
106701,97,40,0,0,0,0
106702,245,136,35,0,0,0
106703,176,41,2,0,0,1
106704,92,41,4,0,0,11
106705,41,18,2,0,0,2
106706,74,69,15,0,0,5
106707,100,83,27,0,0,8
106709,53,21,2,0,0,0
106710,83,52,5,0,0,4
106711,93,36,0,0,0,0
106712,96,56,3,0,0,2
106713,59,21,0,0,0,0
106716,267,151,22,0,0,8
106717,320,198,34,0,0,18
106718,151,41,9,0,0,2
106720,6,3,0,0,0,0
106721,109,81,5,0,0,2
106722,21,42,73,0,0,0
106725,74,67,15,0,0,5
106726,89,55,5,0,0,4
106727,267,53,23,0,0,3
106729,11,16,6,0,5,8
106730,50,29,0,0,0,1
106732,103,29,2,0,0,2
106733,70,35,4,0,0,5
106734,269,132,39,0,0,56
106735,70,15,20,0,0,1
106736,3,14,6,0,6,6
106737,143,73,5,0,0,4
106740,275,143,55,0,0,61
106741,51,26,1,0,0,1
106742,31,19,3,0,5,0
106743,89,43,4,0,0,2
106744,16,17,14,0,0,3
106745,136,31,0,0,12,0
106746,117,61,5,0,0,4
106747,18,12,0,0,0,0
106748,101,38,8,0,0,0
106750,45,29,15,0,0,3
106751,188,118,6,0,0,11
106753,150,51,15,0,0,0
106754,62,46,14,0,0,2
106755,97,51,4,0,0,0
106756,17,23,11,0,0,2
106759,46,29,0,0,8,1
106760,37,27,0,0,0,0
106761,62,46,14,0,0,2
106763,8,13,12,0,0,91
106765,19,11,0,0,0,2
106766,236,75,1,0,0,4
106767,58,46,31,0,0,3
106769,66,43,12,0,0,0
106770,69,35,5,0,0,3
106773,58,44,12,0,0,2
106774,194,109,70,0,0,6
106775,41,25,6,0,0,0
106776,23,8,0,0,0,3
106777,62,33,2,0,0,1
106778,13,13,6,0,5,6
106779,97,73,0,0,0,0
106780,90,56,5,0,0,4
106782,0,2,3,0,1,3
106783,264,82,0,0,0,3
106784,55,30,13,0,0,3
106785,88,55,5,0,0,4
106786,34,9,2,0,2,1
106787,53,25,0,0,0,4
106788,30,9,0,0,0,0
106789,23,35,14,0,0,2
106790,65,36,4,0,0,2
106791,15,29,0,0,0,0
106792,48,32,3,0,0,3
106793,53,11,0,0,0,0
106794,50,29,0,0,0,1
106795,93,32,0,0,6,1
106797,102,32,0,0,0,0
106798,55,39,9,0,0,2
106799,105,110,27,0,0,8
106800,78,54,16,0,0,2
106801,168,68,4,0,0,12
106802,129,24,0,0,0,8
106803,71,50,6,0,0,6
106804,183,59,7,0,0,0
106805,51,26,1,0,0,1
106807,3,10,0,0,0,1
106809,55,33,4,0,0,3
106810,12,1,2,0,0,7
106811,129,67,35,0,0,7
106812,270,57,4,0,0,89
106813,40,18,2,0,6,2
106815,34,9,2,0,0,1
106816,40,18,2,0,6,2
106817,186,92,12,0,0,2
106818,78,54,16,0,0,2
106819,73,64,6,0,0,6
106821,216,157,62,0,0,3
106822,355,45,41,0,0,0
106826,94,34,0,0,0,17
106827,104,63,10,0,0,3
106828,165,72,5,0,0,5
106829,69,93,36,0,0,3
106830,50,29,0,0,0,1
106831,92,59,5,0,0,5
106833,22,10,9,0,0,5
106834,31,11,0,0,0,0
106836,90,29,6,0,0,4
106837,125,68,22,0,0,2
106838,15,6,0,0,0,4
106839,167,98,14,0,0,13
106840,162,121,2,0,0,2
106841,107,78,16,0,0,2
106842,82,39,0,0,0,10
106843,28,15,0,0,0,1
106845,78,36,22,0,0,0
106847,166,58,25,0,0,0
106848,59,37,0,0,0,2
106849,50,29,0,0,0,1
10685,4,8,0,0,1,1
106850,82,77,3,0,0,53
106851,66,32,4,0,0,9
106852,7,10,6,0,2,6
106853,30,9,83,0,0,1
106854,83,32,1,0,0,4
106856,50,29,0,0,0,1
106857,8,9,0,0,0,0
106860,176,41,2,0,0,1
106861,93,22,6,0,0,1
106862,83,53,5,0,0,2
106863,30,23,6,0,8,0
106864,69,25,1,0,0,2
106865,39,24,0,0,0,0
106866,64,39,1,0,0,7
