ID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,Error_Label
112108,-1.0896,-2.7455,0.4793,-0.55064,1.3703,-1.8859,-0.9326200000000001,-0.31331,-0.8504700000000001,-0.9439700000000001,-1.0678,0.34724,-1.208,1.0573,0.46621999999999997,0.43896,0.25316,0.75764,0.27468000000000004,1.5889,-0.85625,-0.0010029,-1.8936,-1.6665,-0.16734000000000002,-0.5454899999999999,-0.45236000000000004,1.2967,1.1557,0.2298,1.1551,-0.28028000000000003,0.64922,-0.66685,0.12979000000000002,-1.3752,0.20848000000000003,-1.1484,0.8724700000000001,-0.10547000000000001,0.82621,2.4061,0.82157,-0.35666,-0.43318,-0.15018,0.68639,-2.0405,-2.3534,-0.40268000000000004,1.7829,1.4689,-0.22129000000000001,-0.53427,-0.82371,-2.0553,-0.03042,-0.53786,-0.9687,-1.0258,0.36319,-1.4524,-0.56399,1.4283,-1.2329,-1.9917,-1.2368,-0.55912,1.3472,-0.7844300000000001,1.1248,-2.2494,-1.0215,1.0266,-0.37235999999999997,0.21871999999999997,-0.61443,-0.20142000000000002,1.253,-0.7540100000000001,1.1968,-0.039436,1.0682,0.61249,-1.2252,-0.79364,-0.38122,-0.97619,-1.1618,-1.1164,-0.31956,-1.6482,-1.3655,-2.098,-0.58149,-0.17551,0.35481,1.1409,0.17404,0.85364,010000000011011100
112109,1.4418,-1.5016,0.1511,-0.2647,-0.474,-1.0772,1.3094,0.8335,-1.322,-1.5516,-0.1923,-0.3615,-0.6618,-0.0901,-1.3213,-0.6361,0.4826,-2.6817,0.4567,-0.2907,-2.3808,1.4694,0.8968,-0.9228,-1.8593,0.8354,-1.0118,-0.2968,1.3827,-0.8801,0.0933,2.0898,-0.4451,1.1179,-2.011,-0.7046,-1.947,0.5706,-2.4417,-0.5102,0.6278,0.506,0.2298,-0.4913,-0.8216,1.1634,-0.4792,1.4767,-0.0903,-0.0372,-0.9699,1.1133,-0.6744,-1.7988,-1.8653,-0.1565,-1.158,-0.5286,1.5707,-2.4551,2.2452,0.3151,-1.1563,-1.0613,-0.143,1.5135,-0.2389,0.2091,-1.4747,2.5408,2.0492,-0.5922,1.6337,0.9108,-0.3866,-2.2945,-1.3638,0.6602,-0.7538,0.1984,-2.5174,-0.0527,-2.7455,0.1892,-2.1484,-0.4056,0.8796,-1.2757,1.0552,-0.3994,-1.1007,0.943,-0.0182,-0.0509,0.4777,0.8637,-1.6348,-0.6836,1.908,0.0233,000000000011010000
112110,0.7305,-1.8067,-1.5635,-0.2724,-1.6276,-0.1137,-0.7903,0.0501,-0.2972,-0.0564,-0.1501,0.7463,0.2801,-0.1039,-0.747,-0.6619,2.861,-0.7633,-1.4185,1.599,0.7537,-0.7267,-1.1269,0.8881,0.4056,0.8068,0.722,-0.7409,-0.3227,-0.3995,-1.3713,0.8375,-0.4991,-0.9723,1.5907,1.2019,0.8826,-0.4221,0.0671,-1.1301,-0.6986,0.5448,-3.28,-1.9886,1.5382,1.1583,-1.5562,1.9368,-1.3815,-0.9225,-0.4212,0.2138,0.4313,-0.5917,0.7296,0.8976,-0.1003,0.2108,-0.783,0.1419,-1.588,-0.5676,0.0251,0.1308,-0.3294,0.5585,1.5889,0.6025,0.2024,-1.0307,-0.6508,-0.759,-0.2387,-2.0815,-0.3671,3.4298,-0.3621,-0.1664,-1.0047,0.2581,-1.272,0.1317,-1.4818,0.1757,-0.2396,0.5547,1.3284,-0.4756,-0.9299,-0.4671,-0.6787,1.0462,0.7864,0.5588,-1.9555,0.1775,-1.0175,1.0105,-1.4979,-0.9667,010001001000011000
112114,-0.5905,1.1752,0.5196,1.1341,-0.6385,-0.9519,0.1212,-1.0254,0.3343,-0.6332,-2.488,0.5941,-1.0494,2.1772,-1.5759,-1.4467,0.3162,-2.6532,0.2017,0.0421,-0.0588,-3.1669,-1.1756,-1.059,-0.3404,-0.8782,0.8688,0.4583,0.8756,0.1001,1.0383,0.3571,-0.4792,0.7548,-2.6756,-0.6538,0.7671,1.145,-2.0634,0.6082,-0.7727,-0.149,1.1421,0.968,0.1986,0.3902,-0.7383,-0.4449,-0.1719,0.1559,0.0732,2.1452,0.8688,-1.2518,2.5603,-0.5374,-0.4618,0.6196,-0.4178,1.1265,0.7393,-0.5572,0.6085,0.0673,0.2206,1.1139,-0.5293,-1.9405,0.97,1.4489,0.1522,-1.8887,0.4793,-2.4598,-0.0495,-0.8306,0.5818,0.3989,0.4576,0.5751,0.0468,0.0279,-1.5566,-0.4556,-0.7332,-0.3146,0.1553,1.2452,-0.1266,1.0253,1.651,-0.1282,1.6096,3.219,1.6964,-0.3792,0.7354,-0.3296,0.1319,1.4554,010001010000011000
112115,0.7582,-0.2675,-0.9956,-0.2783,-1.6151,-0.5507,-1.405,1.6702,-0.5559,-0.9454,0.3558,-1.1176,-1.4665,-0.3404,-1.6936,-0.6727,-0.5037,0.5217,-0.5546,-0.9393,2.2717,-2.0642,0.1712,-1.3382,-1.0682,1.4892,-1.6481,-0.2744,0.2373,0.1013,-0.302,-1.5461,1.0225,-0.4372,1.1619,0.4947,-1.7559,-1.222,0.852,-0.6313,0.0192,0.0031,1.6156,-0.2629,0.6649,-1.2823,-0.3394,0.6933,-0.6669,-0.4891,1.3032,0.6197,-0.2942,-0.417,0.3358,-0.8476,0.3604,0.0777,-0.4557,0.0239,-0.4083,-0.549,0.9529,1.0284,2.3919,-0.1186,-0.3488,-0.5833,-0.3122,-0.6227,-0.8156,0.7051,-0.2102,-0.6286,-1.0487,-0.3444,-0.4399,-1.9882,-1.098,0.9137,-0.7252,-0.4379,-1.0233,-0.8701,-0.8337,-0.0986,1.0611,-1.6169,0.4613,-0.7062,0.5266,1.5744,0.7726,0.8749,-1.446,1.6343,-1.3366,0.5121,1.8566,0.3018,010000000000011000
112116,-2.4303,1.0552,-0.1637,0.6243,-0.1174,0.6697,-0.977,-1.2429,-1.6461,0.2191,1.7077,-1.0084,-0.6926,0.3258,1.1179,2.1075,-0.3671,0.2265,0.3122,-0.6228,-0.4677,0.6678,-1.658,-2.9232,-1.695,1.0083,-0.3017,1.7133,0.8906,-2.015,-0.7968,-2.2126,-0.1881,0.3545,-0.7306,-0.4543,-1.4873,-0.207,-0.7746,-1.965,2.573,0.5234,-1.8356,2.3468,1.1937,0.0874,-2.289,-0.2293,-0.5432,1.8212,0.4665,-0.4465,0.1157,0.7069,1.0795,-1.3261,-1.1905,0.4691,-0.8293,-1.1032,0.4932,-1.7003,-0.24,-1.1584,-0.0557,-0.7301,1.8372,-0.4198,-1.8653,-1.4021,0.015,0.246,-1.8123,1.3577,0.1514,0.4862,-0.1766,-0.3359,-1.119,1.1765,-1.4294,-0.5816,-0.4699,0.224,0.6079,0.239,0.9072,-0.9812,-0.1169,-0.2831,-0.923,-0.4794,0.6736,-0.4684,-0.5072,0.808,-0.6197,-0.9471,0.3734,0.2363,000000001001010000
112117,-0.3919,-1.0574,-1.3596,0.4234,0.8148,-0.7923,0.4055,-0.4582,-1.1123,-0.1414,-0.1609,-1.4912,1.6798,-0.0946,0.2664,-0.1738,-0.9006,-1.7027,0.4299,-0.0446,2.2731,0.282,-0.1172,1.0108,-1.5936,1.5716,0.7068,0.1798,0.0294,-0.1916,-0.5631,2.2218,2.3846,0.6406,-0.1369,-0.0893,-0.7848,-0.0162,-0.0475,0.7187,-0.6762,-0.2702,0.0529,-1.4216,1.2306,-1.9338,0.3862,0.5305,-1.3504,-0.1838,-1.5461,-0.3308,0.4202,-1.7815,-0.3249,0.0901,0.4911,1.0576,0.2132,-0.3348,-0.1531,-0.6488,-0.4923,-0.0625,-0.5038,0.4983,-1.7455,-0.7581,0.0496,1.3762,-0.528,0.4695,1.3703,0.9628,-0.1852,-1.0679,0.4998,-2.4551,-0.1713,0.8614,1.4608,0.3612,-1.4684,0.5727,0.7582,-0.6415,-1.9542,0.5236,-1.1248,-0.4584,-1.2154,0.6759,-0.3131,0.4747,-0.257,0.0747,0.4434,-0.7212,-1.5529,0.1349,000000100001010100
112119,0.4186,-0.8673,0.0091,-2.4095,-1.1718,0.605,0.1781,-0.1751,-2.2089,-0.2351,-0.9129,-1.3254,-2.4321,-0.3368,-0.469,0.7598,-0.103,-0.6255,0.9072,1.6492,0.3843,2.4061,0.2975,-0.4599,-1.0273,0.5196,0.1434,-1.5233,-0.8443,-1.5924,0.248,3.4298,0.0866,0.8597,0.8902,-0.6231,1.2152,-0.7809,-1.2316,0.3258,0.2248,-0.8526,-0.2054,1.4965,0.2167,-2.1968,-1.8394,0.5342,0.5764,0.9916,2.8564,1.9279,0.8932,0.6724,0.0447,0.4835,0.92,0.2828,0.1433,-1.7524,-0.801,0.6987,0.0878,0.413,-0.1796,-0.1895,1.1077,1.4124,0.6004,1.0959,-2.5895,-0.3599,-0.3495,-0.3747,0.5504,0.1457,-1.0676,1.1355,-0.3624,-1.5104,-0.8471,-0.8499,0.9442,0.349,0.7437,0.5116,-0.1221,-0.7684,0.7334,-0.6197,-1.281,-2.0324,0.2363,-1.2655,1.0132,-0.2469,0.544,-0.3915,-0.5258,0.798,000001000001010000
112120,-2.0318,0.9088200000000001,0.13210999999999998,-1.6632,2.0516,0.9106,0.5091600000000001,0.98161,0.99136,0.2613,-1.7913,-0.058687,0.19835999999999998,-0.6671600000000001,2.0353,1.9275,-1.1076,-0.10205,0.44673999999999997,0.24868,-0.49,-1.4552,0.75462,-0.8657299999999999,0.6157600000000001,-0.9597700000000001,-0.72639,0.17432,0.8589399999999999,-0.49067,-0.33948,-0.21919,0.13046,1.0627,0.12267,1.413,-0.32598,-0.5324300000000001,0.7841,-1.9584,-0.20658,0.24611,-0.46665,-0.25774,-0.64827,1.3905,-0.34115999999999996,-0.0016719,-0.6782100000000001,-0.15129,-1.2018,1.954,-0.7156100000000001,-0.46784,-0.18669000000000002,-0.28015,-1.3794,-1.9424,2.1519,-0.30688000000000004,1.4085,0.9092899999999999,-0.2086,-0.33955,-0.95393,-0.98488,1.7208,0.62532,-1.4384,0.9980899999999999,-0.54603,-0.75454,-0.09007899999999999,0.046225999999999996,-1.4536,0.49365,-1.2213,-1.4244,0.040554,-1.1503,0.14407,-1.0801,1.3916,0.15300999999999998,0.29233000000000003,1.4437,2.0171,-0.64241,-0.70394,-0.58336,0.26189,1.8864,-0.91964,0.86887,0.51526,-2.6683,0.50602,1.1385,-0.33124000000000003,-2.0037,010001001000111100
112121,-0.4978,-0.8884,-0.8253,-1.6067,-1.2556,0.0145,-1.4244,-1.3512,-0.1063,-0.0681,0.1314,-0.3285,-0.4088,-1.0102,-1.0974,-0.1715,0.0435,2.941,1.0864,-1.098,0.2404,-1.3707,-0.3369,-0.2661,0.9382,1.1804,-0.7992,-1.12,0.58,0.5156,-2.1741,0.6236,0.5407,0.6301,-0.508,1.071,-0.0191,-0.2396,-0.7792,-0.5333,-0.6748,0.0174,1.0689,-0.522,1.206,-0.2673,-0.3276,0.1997,-0.4559,-0.6903,-1.3396,-1.2392,-0.8837,-0.1166,-1.609,-0.3336,-0.2301,-0.9227,-0.2263,0.2074,-0.8278,0.3652,0.2054,0.0712,-0.9153,0.9769,0.2278,-2.0002,0.096,-0.2021,0.5344,-0.1148,0.9594,-1.1327,-0.2525,-1.9715,-0.9314,-0.0173,0.8161,0.7599,0.5191,0.9086,-0.3715,-2.1562,-0.0563,-0.9489,1.0619,-2.1596,0.9072,0.2893,0.1314,-2.0153,0.0075,0.0817,-1.0856,-0.4686,-0.0357,-2.2133,-0.2092,-0.3488,000000000000010000
112122,-0.2791,1.7974,-2.398,-1.1561,-0.3998,-0.8646,0.4454,-0.8494,-0.5537,0.0216,-0.3747,-1.0902,-0.1441,0.5022,-0.6411,-1.821,-1.9341,-0.232,0.4364,-2.1148,1.4921,0.1686,1.8875,-0.9494,-0.9055,0.9423,-0.1969,-0.0874,-0.6151,-0.0114,-1.5359,-1.3956,-0.6176,-0.3491,0.9342,-0.5572,0.029,-0.2079,0.1365,0.7795,-0.4695,0.0798,-0.8788,0.0236,-0.7942,-0.4913,0.3565,-0.1464,2.2935,-0.4907,-0.1383,-0.2785,1.1399,-1.5371,2.5783,-0.5695,-1.7827,-0.6344,1.1898,-0.8845,0.9666,-0.3035,0.7871,-0.5813,-0.2237,-1.0431,-0.8322,-0.4091,-1.9464,1.1036,-0.7755,0.2177,-1.4964,0.0088,1.6671,-0.3689,-0.2697,0.6508,1.2261,-0.5258,-1.3438,-0.677,-2.1414,0.0901,-0.044,-0.7689,-1.3963,-0.5199,0.0433,-1.2173,-0.6907,0.2387,-1.2377,-0.3659,0.4058,-1.0169,-0.8576,-0.2219,-0.0835,0.3043,000000000000010000
112123,-0.6491,-0.3993,0.3497,1.0314,1.1133,0.5257,-0.9785,-0.7128,0.3319,-0.7363,1.1033,0.4141,-0.2483,1.4684,-0.1764,0.6311,-0.345,-2.0349,-0.476,-0.5306,0.3712,0.5753,-0.4971,0.0998,1.1175,0.8653,-2.2831,-0.7854,0.8496,-1.294,-1.2799,0.9122,0.6347,-1.6002,0.7923,0.1243,1.0286,-0.7552,0.0467,1.6709,0.1277,-0.9151,1.5378,1.4682,0.8653,-1.3628,-0.2745,-0.1826,-0.126,-1.9954,-0.7408,2.2238,-1.0039,-0.8303,0.4174,-1.4963,1.2234,-1.0403,0.2014,-0.227,-2.0837,-1.5337,-0.1163,-1.7799,0.2859,-0.8417,0.3786,0.0698,1.449,-0.3682,-0.9434,-0.6253,1.3312,-2.4295,0.4605,-0.8963,-0.6048,0.9891,-0.0827,0.2436,-1.5032,1.9246,1.391,-0.0127,-0.266,1.3489,-0.5858,-0.0541,1.6279,-0.7197,-0.5015,-1.7101,0.2891,-2.2881,-1.9016,-1.7587,0.5909,0.1478,0.9318,-1.5211,000001000000000100
112124,1.0367,0.7688,-0.5011,1.2054,-0.3495,-1.5541,0.0168,-0.4877,-0.2413,0.1352,0.3502,-2.2475,-0.5438,0.4253,0.5503,-1.6388,2.8603,1.5773,-0.5007,-2.4295,0.7717,-0.0858,-0.5301,-1.705,-1.4725,1.0378,-0.9432,-1.7597,-0.843,0.4896,-0.502,0.3635,-0.4248,-0.2941,-1.2737,-1.3341,-0.854,-2.0467,-2.4017,-1.4948,-0.0221,0.6511,-0.9365,-1.0941,-1.4535,-1.5689,0.7797,-1.3412,-0.7489,-1.2524,0.2457,-1.5587,0.7921,-1.6379,-0.403,-0.4605,1.6231,0.1136,0.8681,-0.3702,-0.832,-0.3726,-0.3113,0.6197,-0.2311,-0.6606,0.3139,-1.2274,-0.0844,0.8473,-0.2167,-0.0691,-1.0793,0.2344,1.5021,0.5878,-0.056,0.034,0.0189,-1.2227,-1.1062,-1.192,0.7481,-0.7444,0.5586,0.5673,1.6315,0.5339,0.4764,-0.7703,0.5187,-0.0378,-0.1668,-1.2718,0.9895,0.9763,-1.9775,0.4835,-0.8114,0.9284,000000000000010000
112125,-0.499,-0.4927,0.5644,-0.8614,-2.6644,-0.1564,-1.1773,-0.4258,3.3844,-0.8122,-0.7046,0.6082,0.9036,-2.2447,1.8989,-0.6356,-0.7178,1.9199,-2.7167,0.3715,-0.413,1.0185,3.4116,-0.3675,0.9688,-1.3526,-0.1998,-0.4834,-0.3728,1.8453,-1.4707,1.998,0.2126,0.8717,2.0207,-0.0708,-2.2108,1.3061,-0.2469,-0.5838,-0.2177,-1.6064,-0.1662,0.7367,-0.1557,-0.7572,-0.8622,-0.574,0.289,0.6599,0.2583,1.3467,-1.1805,-1.7111,-0.132,-0.164,-0.4034,-1.4329,0.7483,-0.2021,1.9814,0.1318,0.7504,-0.7678,-1.5601,-1.5846,-1.613,-0.1537,-0.0288,1.2445,-0.9649,0.5035,-2.1057,-2.373,0.5699,1.3987,0.0035,-2.2537,-0.7306,-1.5947,-1.1607,-1.0172,0.0666,-1.4533,-1.0296,-1.2718,-0.7836,-1.7281,-0.2571,-1.5099,-1.4325,-0.5454,1.8028,-0.854,-1.1892,0.5263,0.4168,0.2817,-0.0464,0.5201,010000000000001100
112126,-0.2856,-0.9169,-1.0618,-2.1175,-0.347,-0.8408,1.7658,-0.791,-0.7483,1.0483,0.3858,-0.9921,0.9392,1.0929,-1.2154,-1.1836,-1.2576,0.8619,-1.7683,-0.6466,0.2739,-0.728,-0.5397,-0.1147,-0.5562,-0.7097,-0.7315,-0.0781,1.2261,0.8329,1.1457,-1.0873,-1.0679,-1.2052,-0.8737,-0.4972,1.1041,-0.3225,-2.1281,-0.0353,-0.831,0.4655,-0.6488,-0.8842,-1.2448,-0.0519,-0.5457,0.0124,-0.1773,0.7491,-1.3084,-1.5073,-0.9199,-1.6227,-0.6863,0.8255,-0.2763,0.8763,-1.3572,0.0105,-0.0331,-0.742,0.5781,-1.944,-0.1791,-0.456,0.6254,-0.0081,1.0528,-0.2352,-0.9516,-0.1451,0.5013,0.4527,-0.9815,-0.3622,0.2951,1.035,-0.4533,1.2305,-1.2928,1.9778,-0.7445,0.0174,-0.4001,-1.4226,-0.3613,-0.4799,0.4916,1.1768,-0.5003,-2.3905,-0.2063,0.7519,1.1352,-0.3798,2.1177,-0.0453,-0.672,1.0749,010000000000001000
112127,0.9814,-0.1627,-1.0478,-1.5398,-1.6664,2.0012,-1.7773,-0.7098,-0.3168,1.4326,-2.5011,-0.4287,1.7259,-0.9556,-0.1118,0.0892,-0.2554,-1.5809,1.0598,-1.6455,-0.9556,-2.0795,0.4097,-0.4624,0.0924,-2.0554,-0.3595,0.0627,0.5773,0.0966,-1.0589,0.0396,-0.5316,1.6959,0.0916,-1.7655,0.8153,1.8251,0.3046,-1.4022,-1.1065,0.0292,-0.84,-2.102,1.8796,-0.1571,1.0291,-1.1159,0.8781,0.5364,0.5698,2.1739,-0.0766,0.1727,0.5013,0.9367,-0.8281,-1.3704,0.8186,-0.9168,-1.0497,0.1193,-1.5883,-0.3938,-0.9328,-0.9908,-1.1366,-2.7503,-0.4195,-0.9718,-1.4193,-1.6985,-0.0089,-0.5476,-0.559,0.5328,-2.0642,-0.2212,1.6034,-2.1159,-0.9225,2.7367,0.2408,-1.7186,-1.1542,-1.2131,0.021,-0.4864,-0.3077,-0.1961,-0.29,-2.3865,-1.6676,-1.3647,2.0638,0.7447,1.5185,-0.2844,1.1853,-1.1618,010001000000011000
112130,-2.3046,1.3838,1.4013,-0.4978,-0.0941,1.6264,0.2143,0.8996,-2.4604,-1.2508,0.3964,-1.4743,1.3293,1.3065,0.0532,-2.015,-0.851,-0.0079,0.0412,1.7534,0.2597,-0.6782,-1.6764,-1.2537,0.0142,0.8313,-0.7293,-1.9469,0.6553,-0.2992,-1.1046,0.9466,-0.1649,-0.1808,-0.7302,0.2195,-0.2724,-0.2016,-0.9903,0.153,-0.6113,0.3734,1.3438,-0.3399,-2.2464,-0.7813,-0.2805,0.0714,-1.7898,-0.8562,-0.3607,-0.4607,-0.8203,-1.8209,-1.364,-0.8115,2.113,-1.6704,0.1109,-1.4501,-0.9369,-1.0483,0.1345,-0.4699,-0.2558,0.3677,1.586,1.1782,-0.7084,1.4841,0.0614,-1.0393,-1.7533,0.0056,0.1511,-0.7168,-0.828,-1.3911,-2.2685,-1.923,-0.0102,-2.4818,-0.2803,1.1642,-1.0701,0.6137,-1.6009,-0.348,-0.4708,-0.8306,-0.9823,-0.6013,2.2601,0.8187,-0.1524,-0.0293,-2.3359,0.4523,-0.0624,0.9271,000001000000010000
112131,-0.5106,1.1609,0.5133,1.3731,-0.24,-0.1712,-0.3671,-0.4194,0.1853,-1.5412,1.4919,1.0693,-0.9321,-0.214,-0.28,1.334,-1.5039,0.3184,-0.118,-0.9973,-0.0961,-0.55,-0.3792,1.2458,-0.0104,1.245,-0.6304,0.8156,1.4386,0.3635,1.3938,0.4658,-2.488,-0.8657,-0.9641,-1.6607,-1.4937,0.7015,-1.1725,-1.5433,0.044,0.319,-0.5156,1.3202,1.2847,1.383,-1.2811,-0.3916,1.4851,1.3469,-1.1709,-0.8018,-1.1339,-1.2461,0.212,-0.4268,-0.2129,-0.3272,1.7629,-0.1786,-0.24,0.3793,-1.2239,-0.8078,-0.1534,-0.2753,-0.9218,-0.1403,0.5271,1.3561,1.0185,-0.7844,0.1156,-2.3438,1.863,1.8466,-0.4852,0.8893,0.6288,0.328,-1.7625,-0.8526,-2.3369,-1.0106,-1.1714,2.2601,2.1603,-0.6027,2.5759,3.1537,2.0657,-0.7891,1.6448,2.0103,-1.0697,-0.6071,-1.4419,1.4085,0.771,-0.7077,000001000001000000
112134,0.5786,0.3823,-0.0603,-0.3714,1.2859,-0.1704,1.0847,-0.7364,0.1388,-0.4537,-0.3747,-0.9266,-0.3436,0.5013,-0.6165,2.4214,2.8366,-0.9902,1.8168,0.3027,-0.0207,-1.0193,0.0829,1.3061,-0.1988,1.2494,0.7708,0.6287,-0.465,0.379,0.3706,0.1537,1.4671,-0.4442,-0.7404,2.3368,-0.0754,-1.9226,-2.3604,0.4902,1.2592,-1.6638,-0.9564,0.3288,-1.2368,-0.3881,1.3144,-1.1831,-0.2132,0.0718,-1.5344,0.0644,-1.7871,0.4816,-1.4718,-0.2366,0.3791,-0.1597,2.9355,-0.4767,0.2572,-0.3387,1.3931,1.4561,-0.2347,-0.129,0.2963,-0.8294,-0.8034,-0.1345,0.4384,0.654,-0.3263,0.9845,-1.9887,-0.1414,1.1504,-0.6197,-0.8843,-1.2533,-1.2186,2.0242,0.7571,-0.7932,0.8201,-1.3865,-0.7155,-1.0657,0.5335,-1.1489,0.113,1.4166,-0.3351,-1.1691,-0.1276,-0.4135,0.4049,-1.62,0.2084,-0.8416,110001000000010000
112135,-1.1641,-2.6361,-1.0989,0.57738,0.19938,0.46328,0.89407,0.96001,0.55561,0.87982,0.47016,-2.4303,-0.12279000000000001,-0.074072,-1.446,0.056929999999999994,-0.60528,-0.22648000000000001,0.4089,0.76549,0.18525,1.2166,0.79168,0.32966999999999996,-0.35235,-1.0447,0.95191,-0.45665,0.91889,0.41741999999999996,0.35457,-0.0021274,-0.16609000000000002,-0.21345999999999998,-2.0018,0.109,0.74139,-1.3316,1.1057,-0.69,-2.373,0.51805,-0.7508600000000001,-1.0224,-0.087547,-1.0009,0.36103,-0.8776700000000001,-0.78169,1.7953,-0.46097,-1.3291,-1.2649,1.6452,-2.5612,-0.93614,1.2647,-0.9161100000000001,-0.20919000000000001,-0.72475,0.7599199999999999,-0.2594,-1.6126,0.37827,-1.3813,1.7039,1.7391,-0.48843000000000003,0.4678,-0.73643,1.5255,-2.0805,0.56293,-2.2339,-2.3628,-0.0031456999999999995,0.8037,1.5763,1.1683,-0.77632,1.6166,-0.38006,-2.0063,-1.0195,-0.23717,-0.74845,1.2765,-0.27447,-0.962,-0.22291,0.49021000000000003,-1.2318,-1.2226,-0.73211,0.42208,1.3065,-0.29932,-0.9598899999999999,-1.1619,-1.4404,000001001000000000
112136,-0.7034,1.0235,0.3343,0.3256,0.2978,-0.2701,1.087,-0.544,-1.1489,-0.566,-1.3347,-0.1107,0.6917,0.4118,1.1533,-0.1297,0.3431,1.3183,0.5729,0.5132,-1.5548,-1.0813,0.794,0.0668,0.8476,-0.1412,-0.0136,-0.7985,0.8888,-0.0344,-1.6622,-2.3736,-1.4426,-1.0,1.2536,0.8342,1.9647,-0.283,-1.2231,-1.1298,-1.176,-1.5007,-0.4514,0.3665,0.4067,-0.1314,1.9523,0.1829,0.4693,-1.721,-0.769,-1.8943,0.2149,-0.5087,1.032,0.8317,0.3652,0.2816,0.6946,1.4703,0.8228,-0.5287,0.2635,1.1567,-0.0707,-0.1757,0.4666,1.4458,0.1234,0.7334,1.1565,2.595,0.0907,0.4833,1.9604,0.7543,-0.2584,0.7857,0.2132,0.9978,0.1721,1.0809,0.0041,-0.6868,-0.2396,-0.3587,-0.0909,-1.2989,-1.1403,0.1425,0.522,-0.0916,-1.3187,1.2096,0.5089,-0.4104,-1.3584,-0.1093,0.0819,-0.9676,000000000000010000
112137,-0.9436,-2.0498,-0.2624,-0.9111,0.2363,2.5759,-0.8994,1.1583,-2.834,-2.1713,1.3956,-3.7367,-0.1745,-0.4974,1.8251,-0.3932,1.0427,-2.5778,-0.4544,-0.064,-1.4527,-0.0825,-1.2206,-0.727,2.3846,-0.3744,-0.2188,-1.9882,-0.3888,-0.97,-0.6999,2.4928,-1.3856,-0.5603,-2.2578,-0.1133,-0.671,-0.3437,1.4978,-1.165,-1.1388,1.6425,0.5133,0.4796,-1.7101,-1.1084,-0.3117,1.2234,1.0628,0.2746,2.1524,0.0271,-2.7455,-0.5697,-0.0279,-2.0763,-0.3932,0.0939,-0.8971,-1.2135,0.2815,1.0053,-0.3894,0.2455,0.3073,-1.301,-0.7272,-1.3601,0.6971,0.2689,2.386,1.0252,-2.028,-0.1134,-0.6358,-0.5579,0.8841,1.8552,-0.8835,-1.5344,0.2788,1.4844,-1.0829,1.1514,-0.4828,-0.3314,0.5068,-0.574,-1.5838,0.4544,1.1033,0.3128,-2.5793,1.8346,-0.667,-0.4156,3.0616,-0.1295,1.6671,-1.5876,000001000000011100
112138,0.0996,-0.7261,-1.1736,1.3238,-0.1332,1.0383,0.1967,0.6585,-0.2791,-0.4104,-0.6247,-1.0857,-0.5447,-1.2518,-0.9508,1.2062,-2.0333,0.0579,-0.7176,1.6444,0.4827,0.4835,-0.4397,0.0346,-0.2803,-1.8579,-1.634,1.069,0.8493,-0.6926,1.9689,-0.5851,0.0803,2.1768,0.7924,-2.1035,-0.6113,1.9647,-2.3141,1.4618,-1.2231,0.0574,-0.3015,1.1132,-1.4945,-1.388,1.2072,-1.4459,0.2096,0.9776,0.5682,0.748,1.1076,0.8748,-0.1403,-1.5463,1.3617,0.4551,0.7297,-0.1444,0.0861,1.2705,-1.0624,2.3928,-0.8633,-1.3342,-0.0131,-0.0486,-0.7755,0.5818,1.3457,0.4467,-1.1175,-1.7317,0.0425,-0.8091,-0.2238,-1.4886,-0.1797,0.1679,-0.0106,1.257,2.2952,-2.0333,0.7896,0.4987,0.9744,-1.033,0.0569,-0.5061,-0.3058,-0.9178,0.2816,-1.0624,1.8275,-1.2564,1.8148,-0.5559,-0.5055,0.1835,000000001000010000
